id,alpha,beta,mu_c,characteristic_time,peak_amplitude,tau,X^2,bic
101.0,0.16987853642149614,0.08501149964291427,0.7994294912086692,0.9540805054528108,0.06135690226554555,0.1792853124088512,91.5337323866845,1984.5067358098927
102.0,0.29024577611503377,0.7804892375214195,0.2214465989842978,0.5370924758404151,0.11115534804827665,0.37098064674386944,51.95498062472205,1867.7643313458266
103.0,0.11741448650528932,0.15281773889927108,0.4996356989023221,0.7899620465470872,0.06261313861875259,0.20526054675084987,80.33409169968303,2031.6235963892027
104.0,0.34692214307578734,0.6747446832774054,0.4409240808047905,0.8576692420777333,0.01641333153803312,0.21191212440616958,69.99074877014989,1879.5957397737
105.0,0.15541786832219465,0.2558996070378697,0.5990122148230848,0.5197289382501098,0.059316770404473446,0.2322120293142828,31.12985687190532,1846.9392075930102
106.0,0.09898645957042643,0.5917047410620089,0.20119721893319437,0.9295484355941117,0.05181098125743533,0.31998242580637964,25.978749449552343,1901.4317625138017
107.0,0.07099306368760136,0.40715947598324903,0.4924242168918248,0.5827685891505929,0.0792038521042776,0.31355461716670097,35.067227837224976,1928.208214452314
108.0,0.35579499003328696,0.7351492472758512,0.4187218684231472,0.03682995777873743,0.07066931823759384,0.22434574452337966,619.703873092442,2597.6010967495836
109.0,0.14364041921363943,0.4849090952495152,0.21874233510830493,0.621258147168928,0.04391175439656561,0.3205243374350572,141.5765554988879,2044.2636651955188
110.0,0.09310787814728197,0.15029078174944555,0.6832295771923035,0.6969609890395347,0.04774243380223811,0.2395165215319736,90.7553666376889,2029.3454505770922
111.0,0.299053597033374,0.6927078777941726,0.773863499604964,0.5326511921737145,0.12597748172172235,0.2586559540604473,32.374743253669116,1829.9821519351478
112.0,0.11002586503597966,0.16119767132282292,0.5140763535943891,0.9280983861370704,0.04231881080036182,0.17287119516599211,80.61844268805088,2056.6837630324167
113.0,0.19630135433902032,0.15499993619595398,0.786279400491106,0.47482419782983776,0.07754980767492195,0.2196903125539098,62.36633017376986,1902.028973860521
114.0,0.09871338326622828,0.2526468590009533,0.7369527673482884,0.9156734604788073,0.08726904260571448,0.24881284694832473,19.405620281011558,1852.689767750823
115.0,0.15987599531986924,0.5604660114086817,0.7513704350332556,0.9035917257273538,0.041565590934245555,0.29111058655733946,122.46885445500564,1979.6903553719385
116.0,0.1515187602018312,0.22573115533542742,0.7912336976535872,0.4015195729962252,0.02408056756113941,0.24977504769447725,48.722035480954126,1857.542527632309
117.0,0.08417778070091106,0.33040551963145476,0.40169967702352843,0.8103409564093107,0.083870952122218,0.3171715054806456,49.76597192120164,1955.5043741783418
118.0,0.08062182549152522,0.4344603165946273,0.3096997198521414,0.9776753139266309,0.04605319684406939,0.2706991575871727,60.8366345612187,1939.6061399425362
119.0,0.20361235317549775,0.7084341297133266,0.5947256425913662,0.36187635193171885,0.20849812619824173,0.3063067855424062,27.138438979504468,1806.4972282636966
120.0,0.15842516177419383,0.22267508685537685,0.656066037152034,0.6775518340319109,0.04832334929946519,0.252187750348688,64.28270664093144,1898.2468644082562
121.0,0.09345429218245352,0.5369899674409953,0.2610155551991403,0.3825098016326077,0.14370731101887407,0.30854834310034396,29.181538603882796,1913.4345662337455
122.0,0.16904903332632712,0.1540733563126674,0.7716908882486271,0.9449087999038138,0.019072060396361418,0.18938545342197127,55.92157791540901,1895.5842216021604
123.0,0.12199724280622483,0.20079309125606565,0.5362289862016908,0.8566122554379931,0.05319514725553037,0.20338336102510757,116.55603704496221,2024.3929604993732
124.0,0.12819827125031452,0.211364330035395,0.6122751499924084,0.9607997695835918,0.023818744060007585,0.22365579530993168,46.146749502590524,1921.4754557740594
125.0,0.10063699707544693,0.44937643509371367,0.2654254040577553,0.012373396640435963,0.01685478061510831,0.22420148169890583,76.97987827727896,1949.9172752657369
