id,alphaSS,betaSS,etaSS,alphaRS,betaRS,etaS1,etaS2,eta_r,tau,X^2,bic
188.0,0.2533645445649932,0.8691921101593749,0.32338755850725664,0.16669103233524274,0.9920918160215298,0.08615047081714589,0.16198309164396188,0.4229396013692771,0.28601274070400035,458.9469002791788,2375.3983431965794
189.0,0.1694505769721451,0.8276259347707006,0.29609837357249796,0.22708683710761957,0.9439443632381753,0.14711629847921473,0.10839665341208528,0.431292816540982,0.3062760243266066,305.8268672853705,2247.825070991242
190.0,0.1859010965967685,0.8699551049896905,0.27641078970400984,0.20145816589480237,0.9398816883801203,0.11610223302892975,0.056867595766238746,0.40352019945701156,0.28847405133408505,326.90540012775665,2223.4422616622237
191.0,0.2672865849080247,0.8626334382237526,0.2880351520267935,0.2706374504715341,0.9939653675664096,0.10558239441310914,0.19110199087355595,0.44748329502794,0.31594907105261066,288.126971432567,2147.359842714976
192.0,0.14307148036965944,0.38368159125967954,0.4110799207095705,0.3086952829318651,0.9994486815638166,0.11658989564333208,0.1519540102835272,0.4945280218861659,0.26538305179247956,361.0845976013282,2252.1963947456798
193.0,0.27987193008938654,0.8992057886403072,0.2772860039980881,0.21570375546210513,0.9494132536799459,0.06508988979988932,0.1366042817820275,0.4095708433590006,0.30084654536781186,353.51030851079514,2226.6115413994085
194.0,0.1508838856169461,0.26427421270818874,0.3793238529581621,0.29131519761083724,0.9965897427746901,0.14984872453667408,0.09800244679076212,0.525623355987911,0.3395866681708214,249.27029992369313,2203.436008712916
195.0,0.2651344053842372,0.9120292477545925,0.3167201388932739,0.14004305540439604,0.6998321212530048,0.13527625043727415,0.0969602079757329,0.8427479270982711,0.22990646617666435,412.3710855381397,2383.964615027936
196.0,0.14370973005054336,0.3843534786077746,0.41062843454347014,0.2182076820292682,0.9993558479728684,0.11699043551284122,0.1598443584751618,0.4202724553158455,0.28632136341237313,182.2921846369754,2055.6065943277217
197.0,0.14078998059380052,0.37214923631670166,0.4131810795490113,0.23965531276378477,0.9991037786644437,0.12339194073428905,0.15991325017337676,0.47769281738874536,0.3101047008722882,112.3463930686938,1950.2415874612475
198.0,0.1467933389706449,0.6426306352709683,0.5229497399733898,0.15870017313548926,0.9935510660016338,0.062125676343535295,0.08160293568915139,0.8323879331849119,0.2656678613635434,426.7567403144136,2414.666619566088
199.0,0.19769523414937898,0.8718280377366613,0.28942501373392254,0.2657678880082542,0.9564894437966015,0.07735334798821805,0.15173052803181722,0.419403812895882,0.30236141439916814,229.94807778422248,2031.3927107398633
200.0,0.1621945467506511,0.7741555857894362,0.2561793508753439,0.14307564541838136,0.7942571619430235,0.13506322152500783,0.19885991652916096,0.4283869873352152,0.27564476609364147,237.2038271401633,2235.0885961205418
201.0,0.14213423232123934,0.3307042940531335,0.42625685964125004,0.29098447152897633,0.9977299272594335,0.1444738911593162,0.1830804824400561,0.4327200868150064,0.3406948907543308,100.76265048382963,1920.4559028367569
202.0,0.2151760763955686,0.863233736446398,0.25084730583396575,0.1889778959244517,0.9999791777271835,0.07691060148655196,0.18370760109945614,0.4217690541981672,0.32953453740437244,218.8175807892101,2020.262213744851
203.0,0.2670425134531226,0.885447683836192,0.2611982668354079,0.23949797789512903,0.998476277236394,0.10981030813451209,0.22407982718510996,0.4556865423160866,0.3034992266746876,355.1661320318015,2246.277929176153
204.0,0.14441294351153056,0.4146841184897766,0.5385219518114037,0.31832054061855736,0.9985916978742342,0.09187840876270914,0.11580058476088748,0.4408227712862952,0.2772550970333895,281.113250755707,2176.1364914156134
205.0,0.14841976842998217,0.2421953319782862,0.3430345719195735,0.2244393690665494,0.9992968873463043,0.07156470906024788,0.08121349295375464,0.4197304689569625,0.35616050223037526,169.3152432220355,1970.7598761776762
206.0,0.17318267391801456,0.8649209582427105,0.2711708184389497,0.2546243687616751,0.9559755051640378,0.07756449768743462,0.24793412378858107,0.4078076120771945,0.3263353910856591,242.0797940410798,2043.5244269967209
207.0,0.2119467549505531,0.8567216454505102,0.25625946991393866,0.322567141618245,0.9997058085424158,0.11503534468794813,0.23061838088178543,0.40237763811804644,0.3221602210667298,243.07564398169066,2092.9212857029097
208.0,0.3461493071544249,0.9228774533698505,0.264185358033791,0.194373225976898,0.9943718795800889,0.06944610023740043,0.22892693220698052,0.4098899392322343,0.31232365504990434,232.97222251912953,2082.817864240348
209.0,0.15315744089552819,0.8126939395435683,0.2745498341004419,0.28042495209713436,0.9647052669894737,0.05022728807214578,0.09088903417799665,0.6087940709935401,0.2928889983494754,242.82059732036663,2140.6387765644504
210.0,0.14082564051936347,0.34325650429425236,0.4360744753507373,0.2635178153937399,0.9976922617189408,0.1321281153807715,0.10575329503075309,0.4401054149036461,0.3319465448902085,115.01092896437193,1916.4555619200125
211.0,0.1404612932516638,0.34005140354773894,0.4305926021218738,0.23046203501372645,0.9977496129407534,0.11672392135561536,0.11143317805721581,0.4501661612307666,0.29811689320507945,183.87017030935584,2024.9958362372292
212.0,0.14110639260680252,0.34836054557078405,0.4353384488878304,0.19429873211722395,0.9999916849460366,0.12160297169610587,0.1893757831880947,0.4470951803115884,0.3453283632575911,203.23518738380756,2062.0920950590344
213.0,0.14474203191506943,0.36646824367831615,0.3963260914818306,0.34400309381676775,0.9997470427998847,0.10402477675017273,0.21731927171341398,0.477690268713798,0.2714353348976765,331.8440407168791,2180.7232916213707
214.0,0.3446073729589072,0.9688712843143591,0.2570149493699804,0.21097954661988663,0.9520362851513235,0.1210848357473836,0.08982577894805484,0.4457293304509127,0.2954573669521129,371.08526231079435,2267.791350703199
215.0,0.1497880035544892,0.4142858800461131,0.40593025076521655,0.1468264540013111,0.9977378212409167,0.06759671675341597,0.12614047016875238,0.40893038790607694,0.325327203616997,196.04322994985023,2069.824473135977
216.0,0.2753938133670088,0.8826260477592668,0.28870440108482787,0.2181925948115811,0.9933350561308312,0.07355949796947081,0.24310233219007274,0.41902786907184386,0.3598552043043238,180.29216570333952,1981.7367986589802
217.0,0.23304629602524946,0.8424542104019099,0.26144944643379975,0.2125107369899788,0.9882888278826644,0.07801794405934681,0.19728657290907659,0.4229627986262637,0.29559147544729064,362.1180678403286,2294.42872954762
218.0,0.14067769218732354,0.34250208972081264,0.42898437390112587,0.1744763603493643,0.9938121563084747,0.12568411947724697,0.10263515406673558,0.4862508836644072,0.33097961382985797,295.7998410799033,2190.451927660505
