id,alpha,beta,mu_c,shape,characteristic_time,peak_amplitude,tau,X^2,bic
1.0,0.1599639936379295,0.14447036136004165,0.6707842917593057,2.426273925850583,0.5587506941575916,0.029865682794935983,0.2146213410564578,70.87608059626085,1962.0784841401153
2.0,0.08019398210121484,0.3480812303296303,0.3518146831257213,4.330875876379843,0.4538828902883391,0.08824674301289831,0.24916856848275537,62.60161977128746,2013.1720926947673
3.0,0.11801568512678011,0.2923890330909558,0.657415562378213,2.570004419341566,0.8567645415304164,0.12856216168367474,0.269135910597523,20.237840068774442,1850.4801367208502
4.0,0.07810723279146392,0.43058130288109464,0.2880122855895212,2.806901723295412,0.3628583222645591,0.029269588073603664,0.30943913111689336,61.09074258081843,2024.8556963239705
5.0,0.08054167681028496,0.35868329429215395,0.3358841309193988,2.946582990143096,0.717764586025727,0.05143322940529932,0.31481227932763073,62.129369961667216,2042.5508089982725
6.0,0.18452890871517286,0.18128685191459637,0.7820448503528052,2.0501377281457356,0.8934689386554648,0.1082339762411751,0.22449520838740827,31.977949263755306,1870.5614466228412
7.0,0.17872015290162127,0.1605029149695042,0.7227745139440476,3.9067198190455774,0.5419440115786508,0.10481521356398278,0.17709580429538307,32.022371052803265,1870.6778042288038
8.0,0.17074249737047767,0.11687643725790942,0.7994693180068718,2.7144545059736966,0.855029421571825,0.04581014370637346,0.19912142267701582,44.03579392162119,1920.0557703702511
9.0,0.11182939079092202,0.42059011612343,0.4264052876584864,4.169298961955796,0.9278776641915647,0.3942023288299412,0.26797157384629894,57.29197462469281,1922.523155563348
10.0,0.07903622852668937,0.4431931506022524,0.2885929224710537,2.0886587784311854,0.9546679070901385,0.036404417967588615,0.2880383844452034,63.322844865659164,2010.764974851827
11.0,0.0755216250619622,0.3482387259371868,0.3066060988513908,4.158139547741352,0.9213246506621275,0.20940239997740528,0.2714672782642317,60.37155577348147,2090.6719609352895
12.0,0.08432444947818699,0.4526836415539652,0.2690532635838286,4.345714807388099,0.4783898770635031,0.026409899089588962,0.32149030634690845,57.94421434920193,1986.2730107811858
13.0,0.07670814920559813,0.37203729027933685,0.329116870186954,4.252616050757361,0.48691576068484704,0.06501102044028123,0.2647165699012351,40.13256339919945,2006.6725585593244
14.0,0.07951875484115681,0.3654160383559922,0.3418722750423458,4.402864579338769,0.4094544627764579,0.08189076467856723,0.22825813330293998,38.27280515879832,2058.463549848196
15.0,0.09472286658643467,0.2001412312779992,0.4519936781905305,3.5239650829442506,0.5962306820203015,0.06779365717200972,0.221023709948434,52.9432801955407,2062.4053526105185
16.0,0.17565787165742885,0.14095430269133524,0.7079314282973611,3.032778208158973,0.21576439729278823,0.04716715498706689,0.20364323315746286,148.1823950197276,2095.7811151356013
