id,alpha,beta,eta,eta_r,shape,characteristic_time,peak_amplitude,tau,X^2,bic
1.0,0.1569135513483278,0.15451119989246176,0.03921396866876692,-1.1439575553847687,1.6207495228561992,0.6944923246605579,0.058553287009575766,0.3177593539767698,29.923927280017804,1921.5140220395842
2.0,0.11938327925971298,0.22340458884638803,0.06604814673266679,-2.842864096423555,2.4408106159093066,0.3985340182399458,0.05771536292924276,0.3414245333890752,25.386751263729586,2011.7475386540004
3.0,0.11249351231455533,0.32165518429975665,0.2266508106009355,4.150559698065056,4.183612651684299,0.13306658900335105,0.06177466685916205,0.355462761953789,34.37376183218621,1957.7050655453238
4.0,0.21640746584851206,0.7742152869338373,0.026487741295482703,-4.20164765086232,3.915509758392205,0.8590989499273239,0.13036871799631164,0.44524615141347673,76.1091350225946,1935.7363728980529
5.0,0.1865944902058198,0.37553603982871986,0.22781971544670254,-1.2226052714519682,2.199959360312083,0.23775757563336086,0.04986018442843254,0.35209210926355994,36.12626758334677,2093.1195814590224
6.0,0.1973857155216817,0.6122136202415679,0.5050254559761538,4.282771660422636,3.3604495330726825,0.46435411695465295,0.19587544258327955,0.34650298017457687,120.29684852940309,2017.3878340460835
7.0,0.11011709111979535,0.25014449077407164,0.06307267694322438,-0.9224490973971655,1.6869884275545033,0.6338965935847071,0.39503540002098336,0.3136474628902311,7.877752538614115,1986.2074964884746
8.0,0.14327812316256525,0.3694387276642406,0.08259040387866268,1.6630135043685013,3.9027649923711016,0.169350516712251,0.12353312462018844,0.38445199368503596,3.639882068840205,1831.5259109907274
9.0,0.30054018952060935,0.4317443179553847,-0.13226377279851287,-1.0499716260769154,4.308432061886647,0.6913262370668241,0.05528391171291863,0.161010981923061,57.217146208865515,1885.1031751307528
10.0,0.11980079481825993,0.22610170914387984,0.19300978295695437,-0.18569687413235392,3.562396213072934,0.02641767987092125,0.3950458537220849,0.3589261439904879,101.15501856865156,2085.3884472765885
