id,alpha,beta,mu_c,shape,characteristic_time,peak_amplitude,tau,X^2,bic
1.0,0.0943733577342433,0.3558400786306232,0.32484284896272614,2.068632838329419,0.7083592329392622,0.04872816172745581,0.27865281672458564,45.618212348344294,1992.6323764490933
2.0,0.08914815248849053,0.17789690646001288,0.6109137903311954,3.3969161878547824,0.3981552421063718,0.1168850993064946,0.27829272535263716,59.92560800728567,1999.568801807287
3.0,0.08046664692965455,0.2729051338671331,0.37385637331642996,4.044329532042164,0.718266641772491,0.13872982513750579,0.23373180016367145,51.2425226248141,2078.056449883809
4.0,0.07548696014967524,0.33804025297264895,0.38040419651323365,4.221762083385505,0.48798419214812794,0.21121528744999565,0.2869000186286533,55.572857979707805,2099.5889093946957
5.0,0.11868688546113666,0.3630654934069624,0.5904320165545147,2.157480709392501,0.8600441759970237,0.11399525039659868,0.3295936683884091,26.311013837912014,1865.6960194751016
6.0,0.07487711177444364,0.3475181346687282,0.39876965802795716,3.9959096953196256,0.515967298022283,0.1132237477078688,0.3188419928060822,33.55472671791108,1959.6627565454394
7.0,0.09729041741892419,0.264400753666109,0.4717262713017789,2.0681738075748957,0.8780670028544916,0.06395289183176761,0.25680767807721966,24.183173273595404,1965.9514753370859
8.0,0.0880432808011789,0.2817410515204117,0.30953219852221514,4.436755628571142,0.655677054809428,0.022778562643017475,0.19813626473477114,51.547171445799684,2098.20211273772
9.0,0.07043465118410117,0.4365158089969627,0.37136563357432056,3.6720429525168417,0.02293644821961449,0.24675578266722006,0.2282660921687581,88.48844116832116,2160.2445178983053
10.0,0.16494611177426227,0.13369976877584439,0.7824337322284888,1.9256162648891375,0.9426864099661103,0.1099680799468171,0.24047519017185404,57.50193110314611,1936.3091236103035
11.0,0.0899178629593683,0.17458007145810372,0.5690334327766562,3.478684377080883,0.8590743908175593,0.3181788531696949,0.25512922265216725,32.031542958025355,1988.1749859094627
12.0,0.08195007512175695,0.3421342855938086,0.39899411273442326,2.685512806538231,0.26929609919035497,0.1142898761257167,0.2632084977917712,37.576068277280605,2030.1563566178272
13.0,0.08411598679150409,0.30117817636504385,0.40108324649025856,3.2906864841872574,0.8869035420248577,0.08925172364875754,0.2929535021915275,101.81371102130971,2016.4191784532125
14.0,0.10493746109697127,0.23610186660936605,0.5624308460793765,1.9254942816308345,0.9131479729586223,0.14681201036787828,0.2927844615354634,21.991392959098448,1902.3209466170788
