id,alphaSS,betaSS,etaSS,alphaRS,betaRS,etaS1,etaS2,eta_r,tau,X^2,bic
15.0,0.14113251487173173,0.3416287835732327,0.4332581798136646,0.21554663729103288,0.999284970164959,0.12356534253940964,0.15360344069714363,0.4566767817940196,0.30701496746364343,167.53846222797605,1993.2948495499513
16.0,0.14129237642948128,0.4244004425996905,0.29848772076077484,0.28714790801392,0.9982551328291841,0.09627807627446466,0.09153428670650837,0.43031687413028824,0.2715513411765312,424.40304315702934,2312.6121626631684
17.0,0.27851070709416664,0.8863075569136494,0.2743422231489888,0.34288950600560053,0.9665483332699715,0.07214206121257605,0.21743930821155277,0.4174910557731438,0.36420540324017986,604.5172494083429,2543.181376472208
18.0,0.25158909878117064,0.9836420857821195,0.25655275554549734,0.14072275083023142,0.6610497000650497,0.14979548654951297,0.12224737614576575,0.42659353293803637,0.22355221548183873,322.8841456835005,2336.360196268963
19.0,0.14799078202507415,0.5085022196047136,0.43886284504071027,0.1428608073438219,0.7020244133548057,0.1245751975709644,0.20867268282648085,0.4199481457505588,0.2329446097946843,375.29089805105775,2337.508130208506
20.0,0.17983194807135003,0.9291857079876078,0.33110553102229867,0.14132069175729245,0.7272285755894853,0.14346073285827846,0.0887522140124464,0.5966202614937325,0.25963773524237255,353.83203269918204,2338.7654573811715
21.0,0.14188279694422157,0.768576168038676,0.2524959822336794,0.14030762691166676,0.673614244027436,0.1489818482172564,0.19020814586929946,0.43402641457419544,0.202903708543396,376.179083184541,2393.5923186593677
22.0,0.14539740933106957,0.9912639809185678,0.2828008813808619,0.14219548242498692,0.6963975871783241,0.13591868104172788,0.07679543289823566,0.6880687783969017,0.29676820472853793,362.960781326608,2330.704824982308
23.0,0.2137402102543755,0.847193560013971,0.25149574791170837,0.14078943562637947,0.6947327723484398,0.13605757895592363,0.05850105634720856,0.7385476156252806,0.25621187007018165,387.9281988484885,2402.4428680056626
24.0,0.14539695721879686,0.47576526599020635,0.4671878012806641,0.14037058329545654,0.6824393468054356,0.1435905636361145,0.09728593850083045,0.49634216869248904,0.22058679288333335,374.3265186357375,2389.340615407081
25.0,0.20657541564359833,0.9156490456581587,0.2664533401959161,0.1416791423172319,0.6971280087944489,0.1367678579500354,0.17262035770732714,0.6576937981082185,0.2970865378170843,405.89299253086347,2359.374312836608
26.0,0.22837828737815508,0.993981038200157,0.25125807958284174,0.1401214859490372,0.4860686465943425,0.1470753074928587,0.15473719966533153,0.5612516274037218,0.21397134810926383,293.5911809130003,2377.93537437603
27.0,0.31011067232006195,0.8952367188084476,0.25238687360943085,0.14031880051050122,0.6696734251815387,0.14958519557469782,0.15564635303680982,0.4273904271139505,0.2216421406652591,306.3810107150085,2322.042731945588
28.0,0.298040134182586,0.8767773351290601,0.25512099165415814,0.3569783240430147,0.9942491328613908,0.10632289038846397,0.19369586974799785,0.4273989317472742,0.31609231573974195,504.89741669097384,2461.8717330472937
29.0,0.2748120529004302,0.9142801348534684,0.253169439175143,0.1424385380510021,0.6790827747045147,0.12988702826390508,0.13704184509451203,0.44404006040776195,0.2586871639023703,381.358309561618,2337.295996893919
30.0,0.18566841680278712,0.828199417061835,0.2597795996998036,0.3214786447951058,0.9958607246857455,0.07305308432320624,0.13934504945773693,0.4090036288775217,0.30918378134073693,473.0940139995313,2411.382357016466
31.0,0.21979498747211815,0.999206520772438,0.278186220093068,0.1403346375019469,0.6592736714807755,0.1484626861294121,0.23917903888815,0.4097435651077741,0.22261383097313753,374.72787716671957,2414.3483280114647
32.0,0.30401304352792025,0.7957306623376763,0.26628450821163635,0.14172087371446956,0.72687351330363,0.1488086189350347,0.20912131268240905,0.5132844528054715,0.28186366593265,194.19576464408394,2192.738825918163
33.0,0.14094467434723368,0.3463145687339089,0.4348337066451871,0.1885467245669004,0.9987659570595269,0.11638015809956671,0.08502010000158582,0.45804849590479924,0.33165385220007754,313.59347765756934,2235.4052335356473
34.0,0.1761913334832732,0.6382468337068283,0.2505056534081641,0.14118174661489014,0.7631240978426995,0.14453732130723815,0.10238647269444451,0.40368075482398885,0.2677264797389582,289.697769758074,2283.6171686955213
35.0,0.3326033477531816,0.8992636416750668,0.25175027183900844,0.14532430688386783,0.7434612836300002,0.12577005758263363,0.1805505604649676,0.47421503377912116,0.24166884108155398,446.1278963922912,2450.1276462922615
36.0,0.1432935485550072,0.671066331399014,0.5296117961482203,0.14015233884250927,0.6727694373155068,0.1498259181882249,0.10844076992095072,0.43214624882902425,0.19628983903745553,402.80953561406614,2429.496806479109
37.0,0.14016316936251352,0.3769250680342864,0.46437209965750326,0.23833957725792998,0.9918075385225688,0.1063771663244504,0.09172843296314812,0.4419589908495017,0.3304044938659992,162.14590705870472,2008.279782711855
38.0,0.14188923640474757,0.34602250901464504,0.43499474972049446,0.22117068286498318,0.9968481579833554,0.10582541741076595,0.23211915889902407,0.41219855578642756,0.2839193624955705,455.2298372227292,2368.26118140545
39.0,0.14198986731518382,0.34860898165923093,0.43872884217252367,0.25669359777348616,0.998822596258878,0.12379274644120097,0.07726497370141469,0.5065232876603911,0.30795863990663064,283.4201376979463,2144.903711298815
40.0,0.1903991800583303,0.47719781176528614,0.4983921075249986,0.1924210322627491,0.9978535733048753,0.08861499714346238,0.1748240378125134,0.437000309405696,0.3089319208460027,184.08889607304891,2034.6052482157359
41.0,0.15065426191073883,0.5993232971777795,0.5181837222303411,0.14092748731443636,0.6782491343924426,0.14745662132219367,0.08952947323584112,0.7439604018724613,0.21406477388088235,355.6615581398543,2326.899977978779
42.0,0.3110638799161248,0.9955792114695153,0.28075122071562175,0.14080352205729593,0.5207912403092293,0.14647991049249115,0.18835408977530496,0.4040083967934301,0.18808702601066468,409.72305870416164,2503.4758830602864
43.0,0.1412563974913546,0.3461258772820804,0.43568876750799895,0.2328839776298143,0.9988781709362405,0.09436580224890283,0.13079475234513885,0.4556086336616748,0.31848087147586157,386.5811146469051,2283.2369848739518
44.0,0.14458632794902265,0.4066456973487192,0.4745586086820189,0.17328701905826735,0.999727794872753,0.07559534255150141,0.12588070876594554,0.4089317580225738,0.3303773552643975,280.75949512209974,2145.892481007892
45.0,0.18339297013290978,0.8192603876187842,0.31103372056171447,0.1932444274092997,0.9819106782977338,0.13579546379411322,0.07079191430387127,0.47483503413522754,0.3640558946252518,396.49760601229764,2363.113150477635
46.0,0.19857416995832652,0.9906174121364941,0.2502391440437847,0.14036323816783633,0.7447249633979313,0.14899957258782767,0.2433875167920962,0.9177319272402593,0.3034116064099064,351.1338719210955,2331.8042470080322
47.0,0.14125495455676162,0.3439492454932357,0.43056373739466886,0.28134240433637786,0.9989603463505576,0.11355021686950034,0.1834326221847356,0.4322070690380362,0.30875830223210576,657.0648066325788,2661.652057688784
48.0,0.27889574962667885,0.8845091979888788,0.26154542379393975,0.15266472680488358,0.7553942637410833,0.1418873406496112,0.09621367197093657,0.4321131284538961,0.3936642752816169,331.88913932788785,2335.9276472901656
49.0,0.14018647113524563,0.41352124950319247,0.4964892336520578,0.1543006824336577,0.9990430464238736,0.115994139145448,0.16784908975922946,0.43000838005905134,0.30544208433117853,431.8605891404371,2313.2163474402573
50.0,0.2408738400953561,0.7678672131914435,0.2510905720602855,0.19561334287560703,0.9930722607858872,0.07256239178565185,0.13838801297532785,0.4140081904757428,0.33162602780639705,236.89251083138794,2118.3120752093205
