id,alpha,beta,eta,eta_r,characteristic_time,peak_amplitude,tau,X^2,bic
1.0,0.1421517722520621,0.06473981023831793,-0.1801707143922785,-3.6695618367673353,0.7673718409879116,0.040078773934179135,0.17845509226621392,32.801475779940596,1985.3371007985522
2.0,0.07362196620515568,0.2561366947906348,0.018549039720880733,0.2850709577286725,0.4925763312888897,0.22734253979277644,0.2981651179260557,55.87784953328465,2001.0425042511483
3.0,0.0942739877098085,0.25733988474475095,0.10817640891651337,0.3759652699617855,0.36671139561280974,0.21664836261821796,0.24832329561598193,34.66965289729919,2067.005041074156
4.0,0.12032507057663525,0.4240192560848121,0.29344642137210997,0.5338683186325044,0.5449778015680906,0.3446703792359209,0.3010985575337866,29.239997266373365,2078.777509599224
5.0,0.29442811253738554,0.7300940872349896,-0.13923946155922529,3.3114635669572525,0.5134902746010519,0.1309898895905937,0.2892007166902276,75.85914939569422,1920.7656159507458
6.0,0.09715670458727971,0.29293526552183863,0.02430431175659553,-3.116683182765436,0.4952769327729041,0.22648020310673206,0.30585574459223663,47.77084235308399,1979.4003330984742
7.0,0.11258182820548827,0.31859955863727807,0.12327502460475936,0.29008153277140347,0.37716578974026194,0.3022833686668012,0.26041070438813163,45.81517037684498,1993.1049333581975
8.0,0.17494152293786422,0.5298933940623128,0.473931543518074,4.100693964751082,0.8236561881193092,0.1431051107896626,0.24974271838437373,66.0415896217936,2118.2179918315765
9.0,0.11801261688534215,0.44435079171824715,0.461346929139804,4.555795584874705,0.7354463428932622,0.07699124718290484,0.24698694292787815,89.96476316256093,2167.242300810407
10.0,0.09525365833393576,0.15424192557390026,-0.1427610617167866,3.612968785078129,0.39200750150960945,0.19076225547114578,0.2581837054925811,34.848841288869245,1919.177494713889
11.0,0.08337851517710973,0.32582137547163204,0.173274426691715,3.126112108335992,0.42240578505060433,0.38580026722475635,0.2928016630143646,29.663914223228666,1991.3288180925283
12.0,0.10354591384360734,0.14619857430933486,-0.04213684130501716,-2.0501889678205765,0.37233046595088726,0.17859414367768495,0.22701627643699043,51.9950984371265,2050.096847695535
13.0,0.09207955573896323,0.37837111557070935,0.09787711822842815,-0.4017078664227369,0.6937157732522331,0.1676008139053939,0.32232549577233904,49.41980931444478,1969.5467376642098
14.0,0.10016038691728246,0.24511425260745234,-0.07833610738224717,0.2011661301869061,0.5472203990916513,0.13106723284288088,0.2805298765504713,47.79932879558198,1933.650343371425
15.0,0.22105163145473536,0.6957478785573895,0.13379433588835354,3.8648324796996194,0.42410261594423787,0.23789542825296087,0.29378416595815526,22.214732264841984,1836.9281977510927
16.0,0.35383622577061724,0.7588563607947234,-0.11085831959681403,3.000025804967316,0.5106157282712952,0.10339112709951225,0.24731787183803683,158.22616310184893,2035.392360772264
17.0,0.08750954422421195,0.32267750854719257,0.1582727026738886,4.953622637424774,0.4819070327476873,0.393624762819964,0.34992231282247643,73.41782296233758,2001.0390281904781
18.0,0.11895855068217316,0.3446064640599581,0.19749471931308693,0.037930436596333994,0.57045036731703,0.17810528344590712,0.2600909325903812,66.34611789343391,2068.779246643172
19.0,0.10830351175894315,0.19309429008643358,0.05132866192281482,-0.1530671024685809,0.6777676488354287,0.12193614835407476,0.25267173011809274,21.776993513885728,1972.9513038356113
20.0,0.09911655303968481,0.29746930894298634,0.14937761300219532,3.2119056539006263,0.5276935111435508,0.15146725921168255,0.2727768174044098,28.992419625400895,2002.8829224716662
21.0,0.08016380473518087,0.23238449245266551,0.07226471989525218,3.7557084916491323,0.44326393765012506,0.252198426119264,0.2728582147000249,50.877737857652164,2057.2480514967547
22.0,0.10119112835120365,0.33046322220829133,0.11822135801712963,-0.70788746778294,0.6171240525445658,0.23936730297390202,0.30410018725608107,28.243089867568443,1984.9442116875437
23.0,0.08968371611772605,0.27264740416849903,0.14925728712802577,4.825295619505874,0.4707185294037189,0.3128382169345937,0.2986565137598141,68.49073758869201,2071.962484910142
24.0,0.10112282277070847,0.42211388068957395,0.22103509222674345,2.829794921942652,0.6563697390683756,0.20713171245435097,0.3001762811639229,32.36273043343754,2036.3339053690563
25.0,0.11878011880805057,0.3512543831339019,0.2099197802667374,4.064552400574107,0.5783429340730262,0.18170391641418526,0.2943207361396927,11.847757061631892,1954.2861555316526
26.0,0.1477171798864647,0.2683106573662779,0.2642897535032198,-0.8165119111953473,0.7954536434894988,0.05480520360615154,0.24661210073953765,61.128070335647536,2134.429341962952
27.0,0.11471252090192219,0.31340160570279907,0.2288824436418746,1.3514483164384505,0.4694686973112355,0.2944230612141532,0.28527428332547017,47.54248231406241,2052.1612817089176
28.0,0.10928751604568926,0.3056108336338822,0.116412430354355,-2.270908761033097,0.5232846492533424,0.21550734085397338,0.2841458448658063,35.07284292751128,1981.0042374481072
29.0,0.09849906077976309,0.3604768243275939,0.17561731971656425,3.7568813966779735,0.4526102736344085,0.3895096650256641,0.30852127032024146,46.2091414384133,1991.10390693499
30.0,0.09011380742772457,0.43401453009673097,0.2053476649043795,4.869106103271006,0.7918138876262732,0.15761710344749513,0.3045871578079107,63.154638449999844,1990.4000596312098
