id,alpha,beta,p,sd_0,sd_r,tau,X^2,bic
1.0,0.11694008447923579,0.2304952898660939,0.5339798951225313,0.2845816241260022,0.014448302036119624,0.2511599266926427,66.92136995149836,1958.1237734953531
2.0,0.10268494794804288,0.23449071023019058,0.5478843900617006,0.2875445951116251,0.018196988176420504,0.22870854306588057,98.16671957176979,2048.7371924952495
3.0,0.11015966959710168,0.2429529275641299,0.545893120871989,0.3267610735431097,0.02345705669855666,0.25039480649696777,31.975014054880422,1862.217310706956
4.0,0.10096226915159737,0.3504297486307735,0.37991920108752575,0.3827224270944619,0.011737737865707185,0.2692376140329139,70.10968805346866,2033.8746417966213
5.0,0.08702190594030011,0.3329290975769118,0.3642864722482473,0.3675537150693846,0.019474033901237104,0.30789150937679566,72.90745573806522,2053.3288947746705
6.0,0.11507615407033296,0.3295767555630601,0.5499119531832769,0.34975898500780467,0.013527442664415147,0.2747359409514961,81.03052072748882,1919.6140180865748
7.0,0.10838293173788892,0.24872236110464563,0.5462412150656419,0.2484842516786021,0.022933576663665887,0.23475630209526127,45.4217995097184,1884.0772326857186
8.0,0.08556994242267643,0.2947659912110612,0.5482259031169446,0.3114911028206242,0.012720736345329702,0.290302964843878,67.09432178805324,1943.114298236683
9.0,0.10337969331673728,0.2615845077163543,0.5339505784469073,0.31246041944829894,0.02110929699395086,0.26219784978094907,50.08574489805929,1915.3169258367145
10.0,0.0847790317463454,0.32933682517892715,0.5373747943332394,0.4794404762927349,0.011950744329364174,0.2914222058768442,66.09971685214876,2013.5418468383161
11.0,0.07448165024150744,0.4663007408766422,0.23876663185226413,0.27520204680543214,0.019921009298930648,0.2880346052477297,44.20135329457661,2074.5017584563852
12.0,0.1110844519417189,0.30716737932301064,0.3433703897751684,0.31942698204133624,0.018210187120972558,0.2648065265820163,61.45528600863811,1989.7840824406223
13.0,0.08609263249127617,0.37298330953018477,0.392970870013061,0.3727655227071789,0.012156336719744153,0.2727875234562233,56.31998799533731,2022.8599831554625
14.0,0.07234821991886131,0.3694859280596843,0.42150434673698267,0.38375148165612283,0.012945262392078882,0.2513076953539796,25.434400469576904,2045.6251451589746
15.0,0.08341692324618297,0.3168088833035785,0.43427374185660134,0.4200475005878346,0.02379838302008993,0.2447153613993053,37.711033944796995,2047.1731063597754
16.0,0.0804268626322588,0.2742312239323751,0.5489499661708174,0.43942070545309253,0.013762370735233474,0.29382335792292796,85.47291890105221,2033.0716390169262
