id,alphaSS,betaSS,deltaSS,alphaRS,betaRS,delta_target,delta_flanker,deltaRS,tau,X^2,bic
1.0,0.3205467466658222,0.7556563201883619,0.5348567215100164,0.240108841277767,0.9999017035314407,0.14992398404218096,0.0529397501903166,0.9585004328929025,0.26805792974861314,147.89202363137252,2055.6588099288138
2.0,0.28732223838341325,0.7673501381281106,0.5102639806208397,0.2305273662487173,0.9997630329682037,0.14992341281326893,0.050407542171529374,0.5903487913938195,0.228152211722191,323.14065675405976,2290.275512431126
3.0,0.26981998398903645,0.7715972201442391,0.5488642792485531,0.262107014746446,0.9993042422250774,0.1490540241605726,0.05110529396580822,0.7147802530339777,0.27819300418338133,159.58465540129512,2006.3913348069575
4.0,0.18875348259007635,0.6965158064496119,0.3956380282316703,0.15039423329679685,0.9729800021497425,0.12865924991142336,0.10980619819310258,0.6346798863823571,0.27480601090553014,312.7509963556178,2293.080332852356
5.0,0.24028095555736392,0.5699661502019615,0.5472308586872391,0.14763425798346635,0.9955153710597313,0.13899577069555769,0.10439799090321805,0.8250800289368908,0.23606160896841966,352.1824351546369,2349.1682569448294
6.0,0.2593230780228867,0.693410637664334,0.5331625832190456,0.2507699156836219,0.9925535718403202,0.14537605312359017,0.0571234318390135,0.5307416364351254,0.2647424640980095,200.72141186779223,2055.8692919804653
7.0,0.18653756396962085,0.6883812544091146,0.4873483666915618,0.25646788306483465,0.9986415739631055,0.1495020317079871,0.051385329189612666,0.8179504733736089,0.2447450846787514,114.10425816241383,1969.3240740920007
8.0,0.18024909228926472,0.8161826346739123,0.42014134223120997,0.19250455462388122,0.9775611770635773,0.11973837060438258,0.13636528124115854,0.7742573751303075,0.3094408530515798,304.44709227950324,2197.0314514817196
9.0,0.16239999267034966,0.567415529645082,0.5443569749918461,0.3087706222273167,0.9996162071088812,0.14735407237900594,0.05009731881826411,1.0588227363961589,0.2626791709870582,90.02808690615421,1971.8236505983964
10.0,0.14862309764423193,0.3630870150291481,0.5459951368696123,0.18752561801071932,0.9999946441944234,0.1418162972258066,0.1084205282214695,0.45500681597315423,0.2213590635370476,444.44366174767146,2408.450174487426
11.0,0.1545860182505442,0.376453000804359,0.5126845760906273,0.15024984560656676,0.9979301742737985,0.14925733753156023,0.11199071881961759,0.898106758760138,0.21146626513896577,557.0573157412892,2603.9221036566846
12.0,0.26422187982870493,0.5904723888722698,0.5252984940404313,0.2525792317618913,0.9884105538970926,0.14446549217839666,0.057687990912787784,0.9488916942654896,0.24813892051822803,202.0246491202263,2146.917828305796
13.0,0.23931718057069346,0.712797226356235,0.5385330621910555,0.2338338607968956,0.9991473267796218,0.146595829138493,0.06442595714821434,1.1458461875107584,0.2504922588289626,314.3045468863198,2297.408924800032
14.0,0.37277058055095125,0.8428604434122029,0.5437600428184003,0.1915288016163746,0.996958888638931,0.1411364003918636,0.0579743370270579,0.5573114137190537,0.2303008332201804,581.4069419393497,2618.162069382334
15.0,0.30247794934847266,0.7373811063710375,0.5377683768457334,0.1504478711325248,0.9822119168033633,0.14960051179556466,0.05121241630948506,0.9163419663694308,0.21855488462891606,599.2309755282811,2625.2574306968463
16.0,0.1583572046461101,0.3724846998709743,0.5392359636111241,0.2577262592010403,0.9992050657089752,0.14737770900455,0.06341657151002238,0.820844268558993,0.22470694000391825,372.08800333644797,2336.2511062059084
