id,alpha,beta,eta,eta_r,sd_0_sd_r_ratio,tau,X^2,bic
101.0,0.12383616841491606,0.6188095593475114,-0.2872206947156889,3.608953840043274,17.946671728033586,0.22981591285541897,141.26050980514665,2039.7549741462174
102.0,0.17151329916273683,0.4870466052178469,0.11651193015876293,-0.9129241275414035,19.331565239644167,0.378411223031611,31.07476356947622,1852.405575208443
103.0,0.11944602190377329,0.33611898886572544,0.20844041932320945,4.94499201915059,12.67403618068667,0.23540378807770665,77.35642305303126,2034.1673886604135
104.0,0.13487559187034442,0.21196752333390934,-0.24754761407965187,-3.4860471948560097,0.29059982136451623,0.18621636297195798,10.343028762934166,1825.4694806843463
105.0,0.18104832687871208,0.6060061909091689,-0.31675325822853095,-3.1426901016774336,15.0758030214229,0.22962855230712267,34.38102975117905,1855.711841390146
106.0,0.168439198919516,0.4942065745944459,-0.14855917364773652,-4.388025843736844,17.571623354857508,0.233437681726006,48.086768832290716,1929.0612428144022
107.0,0.07037066468211127,0.5378779827970442,0.0765198542132246,-4.083095638437476,16.39791062716992,0.32923688559601966,83.16344873283464,1981.8258962657853
108.0,0.13293826443437293,0.4864742413308241,0.16091211987213438,-0.025195237647540614,29.76182854597794,0.30121088327092255,77.91087183125768,2061.329556406261
109.0,0.18416903209273905,0.45055017076867415,0.10860780277060811,-1.2432441480135592,22.549665351849335,0.31792072836024066,94.45635324605561,2002.6649238605487
110.0,0.0707587316790622,0.08273015992987376,-0.37657090746857513,-2.4161178713121245,14.435552483191486,0.17811748624815033,50.93446335319296,1995.0460082104585
111.0,0.12275154287615668,0.5814798817722355,-0.4593513064432667,-4.989762046067916,18.345404571661977,0.22918361296931733,23.019977407867884,1826.1488470072086
112.0,0.08975761285259944,0.3063866636579403,0.03673431833410312,-3.3295507377905373,16.78992108868794,0.21210869360125753,63.98356053028941,2045.5703417925174
113.0,0.09242793385940354,0.1361864798729744,-0.2906299738825474,-1.310449088341206,14.651298126867474,0.2195321101745521,18.284792518675367,1863.4688971232888
114.0,0.1124955187058315,0.7536856407457891,-0.22291631286710778,2.755199558359255,18.30863429142579,0.2715351117284788,128.37740983341763,1967.183018221091
115.0,0.09933074437931982,0.7016108518137202,-0.026658600162738688,-0.6292242833894257,2.484053847920663,0.3212745088869927,74.11098744722895,1936.8539492820244
116.0,0.09673748388307568,0.25485614750377317,-0.37754226156227244,-0.008631639528424717,10.860454033052157,0.21084800719457847,43.167657722130585,1857.5096107913475
117.0,0.08730184576203925,0.5104573104457604,0.17061359110985674,1.6453579514054328,4.664175733006658,0.35010458089252605,27.073282091570555,1938.3331452665732
118.0,0.16884823347439848,0.533428689526832,-0.13120903527342398,-3.758497628535407,17.476417782148012,0.1953704366364215,85.24037677780709,1969.5313430769872
119.0,0.14507706631867676,0.3846307968667774,-0.49996512434659834,-4.545906051990501,13.28180297827754,0.16566922955231975,5.2535248858547465,1790.1337750879088
120.0,0.14296273258774253,0.5406962900818861,-0.18142083853630975,-4.786963595526835,17.530847933496375,0.27812457422784925,25.786297455109334,1865.2719161402963
121.0,0.14576360668442315,0.3869849951683767,-0.13316293393003775,-3.843762288564192,15.947269409857405,0.2146067067268822,29.459775653787073,1919.2342642015117
122.0,0.1621752745747745,0.6828441076893899,-0.2106183204383042,-0.27420856612376143,13.527878772039827,0.23751302870363475,89.66751316076477,1934.8516177653783
123.0,0.07285787501074219,0.3001209010815811,-0.13517074915986893,-1.5262616575501164,22.022036222816194,0.22598390366462234,47.05686973657016,1960.4152541088433
124.0,0.07114808556910607,0.30352124541820624,-0.07849547872002638,1.0552519194370158,9.365247087875389,0.2718487641663132,44.878341071300504,1925.7285082606315
125.0,0.10845550793563835,0.4116007101184124,0.17964152562086833,4.815226787693899,12.808335758060338,0.24201719022055962,32.570097356618746,1911.0289552629392
126.0,0.08680642950432363,0.3719833325587779,0.052990098324771306,0.6760512427521059,9.547190747360581,0.32392036640922023,29.077228031990437,1849.9373393786846
127.0,0.09212582967426056,0.15586499991127034,-0.2220724581628093,3.307193677529537,14.817831515748914,0.21442098113206506,25.734165961998144,1893.839403490402
128.0,0.13401777866854775,0.45678739791603185,-0.274880190970617,2.3680686815938587,14.651209850073414,0.15944631801139078,20.393820519547482,1823.005312468955
129.0,0.15815577620851112,0.7267476089500189,-0.18987238053803268,-2.8753988392424716,15.817759877589737,0.27848823719005716,3.6362267559782775,1788.5164769580326
130.0,0.09652243052109555,0.0877699033734215,-0.39718013628294435,1.7654670169481845,13.111381528362358,0.16919603515980605,31.10780827684744,1852.4386199158141
131.0,0.183888896346162,0.4385816073908746,0.48071362646210924,4.284064201884533,1.8167633558379492,0.15515393377661196,448.33125229611784,2506.882076913635
133.0,0.0934658556672488,0.18365428878863121,-0.15301952374380934,3.513361504359014,7.051447239764421,0.1944921262776923,15.912826358727086,1848.7705200274927
134.0,0.16315854680773914,0.5724525508765482,-0.2857008281534472,0.5243542511835542,14.65246095837417,0.20116444522109478,26.268846318764847,1829.3977159181059
135.0,0.142857954472127,0.36288734568097203,-0.17103527383346262,-2.483481980108656,15.714620150154147,0.2155081865447022,32.62083008560303,1875.2893186144256
136.0,0.1449615496133825,0.5029771464928946,-0.399977174054438,0.07440922686581919,11.901486052274059,0.2567221951132358,1.0050335853501102,1785.8852837874042
137.0,0.1461388770388088,0.6174881939717219,-0.15073010600799985,-4.090632867551461,18.877962976693258,0.27458310461812035,33.053785619314404,1817.9340358213688
138.0,0.17579700052623282,0.46867434830522803,-0.14702892919137656,0.7347302422710067,10.896391442656864,0.2237169682700783,56.74436946113629,1895.8064228474564
139.0,0.16916619860208565,0.35087863573518013,0.20380910206034786,-1.323646593329657,14.919102772413865,0.24419698659051164,19.114373744724478,2164.3160966947853
140.0,0.17300437708066385,0.5065613201664008,-0.3181046829796361,4.034513988996995,14.167376943077421,0.1706000334607964,60.909096852362666,1894.1903558199951
141.0,0.07294774666126375,0.3308272499920024,-0.13048160102904838,-4.643945085172839,23.792959922294642,0.24223299274865778,100.38297433689496,2136.821340489055
142.0,0.18520712037295375,0.6472157068682025,-0.31562594385234344,1.5364808231479488,18.945580303441446,0.24707933113010033,148.44908171717924,2005.2652543605916
143.0,0.13809211269331312,0.3080651683183584,-0.06966158112180942,-3.086339097201727,10.376048900889117,0.25211381164967345,26.628621804982345,1876.8634914232252
144.0,0.12852073992631363,0.29439226655306255,-0.3128877079930146,2.7633845128344294,14.292806410844172,0.19091116390512686,39.1955178245136,1860.5263294634804
145.0,0.1881542570119792,0.5945872332291937,-0.3632721299632511,3.884392077012906,13.960067508842151,0.15074125956587436,216.87696014101655,2108.6876376298137
146.0,0.17435352805965715,0.30371646326118473,0.12727911267643544,-2.363985702811022,5.784370233949957,0.25263720310264237,49.31503821403484,2068.80457347699
147.0,0.1894969069410666,0.6239366224156927,0.07040003606483092,-1.7051223639235764,30.66719559045804,0.31716682164496646,243.02504489471136,2261.6324126882732
148.0,0.1750109796634976,0.49397034435819964,-0.4094262668444918,0.6195777780948986,15.488347416315328,0.1914826093751757,21.38954823836662,1824.0010401877742
149.0,0.10855577246749565,0.5848164689109734,-0.08944122970731427,-2.75171338989281,16.71687136548718,0.2539541353142018,120.9612916625401,1999.4201495688603
150.0,0.0774403812125741,0.09466262789010355,-0.3453226868795134,1.3112007386404811,15.87097002036009,0.16134117001996126,27.946919976194952,1872.2266516901395
151.0,0.1896170155062873,0.6470386976557616,-0.10292056538492678,-3.4448304147837727,16.665779377000817,0.2638694591943191,49.45924673548717,1882.7405057031197
152.0,0.12406046679635695,0.17198104257705937,-0.2529454864808598,-1.2626747737218973,15.404228333203292,0.18772553336912745,9.340303480385673,1842.197997149151
153.0,0.18465133592598137,0.464448323503706,0.16854914835467838,-0.23218255468737903,17.37873096452565,0.27535630880070283,19.426269628136392,1858.4883230144565
154.0,0.18886357429759698,0.6963556102572019,-0.022677718660991664,0.8263562533478008,15.896070396979113,0.35053717738945245,4.641260341328444,1789.5215105433829
155.0,0.07709139135436863,0.626319424740949,-0.29201213903874146,-1.043163592540663,18.228005738605702,0.2942073975260247,131.3567902178946,1963.6716583688003
156.0,0.08478692965340395,0.3049358617929855,-0.0067876268330928635,1.1821548776842028,10.542017077425584,0.25078881928911473,49.78597368691321,1910.185703963089
157.0,0.07741404273420677,0.44961245776179914,0.08657686936371278,0.40500040823573946,11.834846144059817,0.25599975707070793,129.2721337936548,2054.8694669407387
158.0,0.1074963186835711,0.6035657589470341,-0.3023782021027204,-4.697516777118786,15.675346678727635,0.2805622711176737,9.335724337880247,1794.2159745399345
159.0,0.15936180043208759,0.7979457846556589,0.05617790602205219,4.834780982026556,12.850201814614309,0.3541958592400966,4.051166896713051,1788.931417098767
160.0,0.09120140294077249,0.12625011441935985,-0.18997079271046324,1.4571157589484018,14.438771734011972,0.18350502338194039,47.43352005290458,1956.9754392890552
161.0,0.11925742401649778,0.4793251124631007,0.14440019053651043,0.20715766969277905,21.610064850780258,0.29588755748779444,121.5380160524025,2088.7126732993347
