id,alpha,beta,mu_c,shape,characteristic_time,peak_amplitude,tau,X^2,bic
101.0,0.36324077983832453,0.5821415126308903,0.7981011248565938,3.6590396590633207,0.8042299132376516,0.23929481208059564,0.18005658572321093,145.97533499334847,2044.469799334419
102.0,0.3521198753525615,0.8185772128827246,0.21954204971614644,1.811007896851197,0.6504293714504437,0.15790687069213422,0.37067462609427465,51.95498062472203,1873.2857922636888
103.0,0.10394827652867611,0.2569962285672893,0.3950404263515175,3.3957823865253918,0.5557265399650744,0.05173962563726167,0.20485454025237088,74.80455123702347,2031.6155168444052
104.0,0.19988762342650374,0.8384375164088539,0.22317587558515978,3.4618530576761932,0.017201332124050617,0.09994763321354298,0.3287706336576675,58.91723622977214,1874.0436881511841
105.0,0.21057599010880532,0.5163359336385389,0.6434549709257572,3.31316407592651,0.6132019996064711,0.04252448756081184,0.2698641687223524,43.654851582531634,1864.9856632214987
106.0,0.10314251577002555,0.5504042544726625,0.2118358944203692,3.5489136165253528,0.570968727894843,0.04650715656746038,0.2938288616244524,42.736973159874275,1923.7114471419854
107.0,0.0900047098087898,0.27468051475196154,0.6376996793433806,4.3012481406814835,0.5913678821428133,0.1865171979386647,0.2968756715167346,45.475120321606,1944.1375678545573
108.0,0.08758022457148881,0.4573562751844606,0.202977336523394,4.364567206835815,0.6739190905855333,0.21719926839197912,0.28225708308487707,102.60426634139586,2086.022950916399
109.0,0.14168823446584253,0.4869588676927731,0.21755048783089626,2.921333818019161,0.3292193113651048,0.027415843243893623,0.3209155468372297,138.64185101492902,2046.8504216294223
110.0,0.10052755665554919,0.22535417984854034,0.7119672070264249,3.9471781917235313,0.7635393032721793,0.12620924237386094,0.2411062261164925,83.43076672811216,2027.5423115853775
111.0,0.2741910531771389,0.67598985300056,0.7642219191201886,2.849680773476802,0.7900625318275312,0.11901407522848437,0.25847539142784015,35.587013875408644,1838.7158834747497
112.0,0.3279966812670059,0.6304223805874728,0.6360091728242201,1.939324854121685,0.6165786751979686,0.033461077829552835,0.15115032586982363,391.45801414014454,2373.0447954023725
113.0,0.08519082762105293,0.45155356344118236,0.4468506645070847,3.105897875630192,0.7197845671399241,0.06427785326256227,0.33822472933823194,55.27085589287231,1900.454960497486
114.0,0.1013331698914253,0.2369934508643452,0.7308686629717818,3.304707141597392,0.9441058248387092,0.2874398109517129,0.2474621456752179,15.040506644436284,1853.84611503211
115.0,0.28161543505445286,0.7335822924160077,0.7985580626550135,4.278943535105281,0.605630214987135,0.10790092212662265,0.28987549932860074,119.36030631025622,1982.1032681450513
116.0,0.08498120084812105,0.504261336392274,0.48261575326857137,1.8300007692118672,0.02802830680499535,0.30334020801043593,0.3141920531056606,30.192750579942608,1844.5347036491598
117.0,0.10621349019761571,0.23195889049293478,0.49387686832477595,3.229902981850649,0.8283926756232158,0.13741315454563546,0.2890995918215796,49.48024411200245,1960.7401072870048
118.0,0.152013531427729,0.24658360439280674,0.5912850145820515,3.8253894709998524,0.5750517974284562,0.13840931380095423,0.1959337893848448,102.32458633102205,1986.6155526302018
