id,alpha,beta,eta,eta_r,characteristic_time,peak_amplitude,tau,X^2,bic
101.0,0.18668812159912787,0.34239469981462817,0.42724032369411646,1.0857793244845748,0.4164008482822198,0.2682896125402441,0.2998195446192753,22.693932015966574,2214.8475359885233
102.0,0.12552277873020246,0.3473256926463345,0.23750476814305288,0.21927384710916709,0.6362877195192584,0.14761982563370196,0.2673345882443949,36.13185321030798,2106.1873832937254
103.0,0.33960825989293714,0.3554659547819725,0.7674651319210883,-0.8066501723401914,0.3023291899663214,0.03686565145377496,0.21204462656789808,101.72621517635484,2321.309892132893
104.0,0.12829957966858346,0.3000202080026729,0.3930186570853833,3.408806729224909,0.47965453456920426,0.1513587841948511,0.23708778157586263,20.034700197622925,2189.417703646473
105.0,0.12761951792036874,0.4163573410606052,0.25380755734031824,0.9367602818027043,0.8345633253770137,0.154683337824966,0.28489277639905847,44.55545583768512,2084.0891110835673
106.0,0.107611785772975,0.2701618965591506,0.23201711413893378,-2.0659053980614854,0.39301949964499566,0.1163156098846546,0.2636998481616492,29.066893189244226,2209.52876224907
107.0,0.1512284809638061,0.5135683773564086,0.3661964802471358,1.428132971428313,0.7106941618366736,0.21040020985275615,0.2816115474532745,83.02593304149492,2133.6428231215527
108.0,0.3064913632728963,0.6706964934768076,0.06156428199530395,-3.2265617254827683,0.5068279715214231,0.12440121338260207,0.2615054247123493,54.302459178052466,1912.4905227614033
109.0,0.1421063364009356,0.3961936915637489,0.42005173834372367,4.068034376337531,0.4691404727661687,0.2210270940351664,0.24131387561242562,53.89061440023804,2167.4583538406896
110.0,0.11956334808538512,0.27524744314219146,0.24845473167557808,0.5988864367199309,0.4267697607700577,0.26197765781389737,0.24589636367275278,49.32787859041353,2131.577601850822
111.0,0.1487005118432529,0.17794573843976597,0.03550898364346655,-3.2990029811704074,0.9281702945699415,0.07523109517111873,0.2616760164699623,23.317192045765072,2050.2141344079005
113.0,0.11373744944058245,0.3788473977432414,0.3513384486856759,3.138662284770102,0.509929189514007,0.3925736000769101,0.3060858956271453,22.79424958461828,2109.105679754101
114.0,0.14701059106109282,0.35219687213594575,0.4866004620267048,3.080675915076837,0.5467099705779745,0.16350024768509758,0.24767553912224102,73.87744032964748,2219.3363911321026
115.0,0.11401293652165868,0.25907117985103295,0.2761274909587137,1.5697807679288278,0.47391883368666715,0.20056980371200747,0.2490802112541159,56.21851295109256,2146.872759198341
116.0,0.10534847833017782,0.30181760423518655,0.1789321319696684,3.2949638061576203,0.4609781582261869,0.3262019814683703,0.33198875576265724,28.495310025462548,1997.499355309705
117.0,0.14308050810229966,0.45599805455488507,0.3776537772325026,2.33697585285109,0.6385473598416521,0.17579146305274465,0.2702018485743849,86.20789712737667,2098.659855846352
118.0,0.1520458252586425,0.49608306938723024,0.3256228175418958,0.6750098557741468,0.551368102991873,0.23135602627409885,0.2560468595688586,48.02595371673603,2101.3217691141135
119.0,0.13422461217501647,0.36367571691509176,0.2666807764490895,0.5770675951440396,0.756073065001768,0.1612508666422689,0.3040561269855441,38.00945214164408,2059.4969488420975
120.0,0.11320984227454865,0.3449208030553011,0.2681603088487594,1.9174329966682935,0.8042318371167976,0.13987833214442957,0.2495040873118869,55.640061869438384,2103.540022171711
122.0,0.1168101407635742,0.531699152882597,0.36537861134686467,2.912448715362661,0.5285988106104887,0.24941693978497642,0.28108380761548685,72.5830225425746,2109.7321171886856
123.0,0.14549339768623987,0.33312254859990065,0.19393173599089208,-2.727309673345592,0.644636929167503,0.02855927026131594,0.2599587283449566,52.62118653348705,2133.3142440624442
124.0,0.1273339016245726,0.3159600544954828,0.26765281506662286,-0.7728076126876599,0.4297615512884537,0.21994458511228732,0.23882717802458117,100.68908182125676,2172.801610530363
125.0,0.12087769435459529,0.40812762064396035,0.3887038596524832,4.321730121527989,0.5638356126006943,0.25229249599678694,0.26187942812277143,45.82021645516088,2100.0633152981054
126.0,0.10563819167003176,0.29269370462811173,0.11176688052486439,-1.860656262317536,0.6035164203452834,0.1799554932997267,0.29127138076698667,40.626416084810245,2020.0117984469368
127.0,0.0960994564224984,0.3064177150255768,0.13742819701590792,1.655255340310956,0.4588958147178151,0.11928078100155086,0.2486358964598464,37.39876202054147,2035.876930120975
128.0,0.1559196328149563,0.28261024518763117,0.3356140087396158,0.601076937049263,0.9139019937713817,0.04861514133676756,0.21218308011479772,41.054337540707664,2174.106174071603
129.0,0.0919363225210737,0.23690475775820052,0.07074758332513831,-2.4691424272377582,0.8840598546164449,0.10837760692326517,0.24803392463715307,62.7890855529857,2124.185752093506
130.0,0.15155367219595878,0.31146374830044327,0.4054440855043784,2.582960147212514,0.3952999743998014,0.17855630644830547,0.22889704011275236,75.59939817310426,2178.7547421338377
131.0,0.12163714956637164,0.5455561680841239,0.31756958843273186,1.2797670248910142,0.6536312116427405,0.20223811210403222,0.2836665760875134,26.436550896075662,2017.68652425882
132.0,0.26993566571864,0.30116051214306405,0.6333055599696651,1.2507273140188813,0.8790553252355433,0.044478907383245,0.1795255103760163,65.56305965720998,2290.0867667428597
133.0,0.3002001291807454,0.3388482222820254,0.5695859421758456,-3.3429919544975433,0.6756885257707477,0.026789537284393955,0.18112785536870907,105.46041154343376,2281.8912157529717
134.0,0.1354009899194194,0.32191845238671524,0.4631803701824737,4.969120866244129,0.7713570374257895,0.12956593862923388,0.2350167519262371,56.56449804465383,2185.3190216110743
135.0,0.07852196141487164,0.3946767207360877,0.16857196770055216,4.085616573996992,0.9575118704176433,0.11474101046720038,0.29518748276239465,55.01581738193637,2011.259279296093
136.0,0.10374009151091519,0.4006584055096102,0.2397755625254394,1.3489357350354436,0.6052384543191074,0.22488683126260955,0.2740794011977753,75.0789748978103,2081.107062696754
137.0,0.12480352581457804,0.4949582378905882,0.29065860016330314,0.20948695626270997,0.4741760071211853,0.247347767746107,0.2700823125754819,30.07594672149407,2062.1660870431474
138.0,0.13304218280687913,0.07306316117829276,-0.1302606182237389,-2.1939815619205683,0.5440626799793417,0.0537381491747545,0.22403947859715476,51.73461140307768,1983.2824478927548
139.0,0.16736957105226105,0.3576026041924889,0.4434481990178005,1.3914561317940455,0.7664565877860983,0.11545522535362977,0.2594110364927061,65.49452816252476,2195.5986225799525
140.0,0.11038199991440541,0.46861408592018367,0.3381609449574905,2.4979452968154625,0.862097771412626,0.15277561203498455,0.25787778501545466,41.56116621919796,2123.0779827321467
141.0,0.1127817578067041,0.4003847344066658,0.44860331608703463,1.1099950617011534,0.9118052814383106,0.14066240430134164,0.23654428299574154,47.4366599130379,2236.9914270766117
142.0,0.11904244948635062,0.35155990803251674,0.16703447512105085,0.16310785720262566,0.4624840519760416,0.14016048767306874,0.2618140140610311,70.21140430402392,2014.4852697259066
143.0,0.12025321355901215,0.36179010377719983,0.23411417718977834,0.43044262759417307,0.5861777374741705,0.2016316099871152,0.28731014090715845,70.27530022522167,2130.082450301733
144.0,0.13025505582035485,0.3415513396211499,0.43715780312621444,3.3967091109589296,0.8192291328708741,0.15798846562212698,0.2232321100531338,42.224045416823294,2202.468403938309
145.0,0.2485394802895569,0.33672408914691293,0.4289943585696856,-1.2748268811197878,0.8943684074796654,0.27404623149327556,0.20139144173377443,119.7179152933019,2195.6990049527144
146.0,0.13311794364977692,0.4256540545517989,0.3192263767313621,1.7968232875321943,0.49621257037872407,0.35858911607583255,0.2919238837915171,42.59311051249883,2038.6211247874755
147.0,0.10681917190292904,0.19232749697562457,-0.011400129015316729,-0.9851761942791304,0.7494960915858047,0.03981813311544552,0.21384769319028396,61.93669272909512,2017.4404084585535
148.0,0.14124466199529706,0.3415744714518752,0.28031509179850844,0.3779140438605144,0.6140003233626357,0.1596508240661212,0.2929776867626078,42.760441147651505,2065.3822001060935
149.0,0.16156283865227597,0.5641909597131032,0.4174329633814924,1.458035029745517,0.6268482055118807,0.2883860100745418,0.29774183765722484,75.5620021771531,2112.1747834348243
150.0,0.14914917710567477,0.08199890846001301,-0.12614736340148125,-1.5638343172088192,0.8356325459120153,0.05594074185781492,0.18493946390152624,28.236678277459614,1939.4265261453231
151.0,0.15448508124349794,0.4596540489306023,0.4087515815746139,3.159727336052388,0.5870013718373664,0.18426424946487613,0.25768435174408993,70.80575054740154,2107.3639386561754
152.0,0.13409150364451064,0.31893465088776135,0.453044755753931,4.834226662897549,0.3893052057796058,0.34764667262993376,0.262631469778801,79.82288523871635,2162.248918043576
153.0,0.0995116483836698,0.292084857320702,0.14396095168210188,3.0554757810831665,0.6294463421830166,0.11111880106487705,0.26158995623693754,59.386100418029386,2028.3591154914684
