id,alpha,beta,p,sd_0,sd_r,tau,X^2,bic
101.0,0.08306353814923571,0.4358639900462874,0.21943683988607626,0.4639284886377004,0.018630404989863326,0.28623781764092243,29.114695954970582,2215.746839009665
102.0,0.08083474583729505,0.3387311654573045,0.389840151198176,0.41420559503614474,0.024793431165664362,0.2541917518201485,41.32660306170154,2105.860672227256
103.0,0.07543985160947128,0.2931694462296629,0.3252795423825895,0.45963941253424956,0.013796555672896713,0.18722735326348033,101.42029658059987,2315.482512619275
104.0,0.07722194223658814,0.26563878569240673,0.346344687612321,0.3660997851710269,0.016051783722990997,0.21050385575028607,36.10644540811041,2199.967987939098
105.0,0.08763733125155153,0.34794323327768956,0.3425861529222455,0.4072132306283791,0.01720501996767267,0.25629832009530945,93.21094963333339,2127.223143961354
106.0,0.07182543532534491,0.2900767287161034,0.2676361195778448,0.3151507195049479,0.02153382202080553,0.23421288556405895,47.13927081607698,2222.079678958041
107.0,0.06512244498786901,0.4904632080014472,0.31119759126938007,0.3998554805166298,0.014239902720278289,0.28577305714067,87.25142578337386,2132.3468549455692
108.0,0.1188685121677839,0.34881733152587424,0.4666822985760771,0.3567153317927856,0.025361033887843387,0.26637494292547237,54.27666590566481,1906.9432685711536
109.0,0.08601862230261291,0.3353779509368669,0.3520916550757142,0.3976095568614185,0.014964307809137179,0.20099818179947354,78.85775489200992,2186.904033414599
110.0,0.07995564403565367,0.34407525403185424,0.3700765858957943,0.4117931684259848,0.016667697303526404,0.24414945530308202,73.38014462662659,2150.1084069691724
111.0,0.11855733196594229,0.3043609328397297,0.3711322678511571,0.43144750367747464,0.015172116108120911,0.25169448320952714,68.73984524958354,2090.1153266938563
113.0,0.0631113668549007,0.5203652776649265,0.283305241890022,0.6851261251305207,0.0193690127690092,0.299508125127329,58.900803334135716,2139.690772585756
114.0,0.07613128323243148,0.31566680863207625,0.30562465290888036,0.3455130717252135,0.01839025017415109,0.2106120542060066,100.0399126220101,2239.977402506603
115.0,0.09269430950216671,0.2995756700235342,0.400731474194682,0.4184103640747421,0.023336924166742015,0.22752538139234707,84.93794477781853,2170.0707301072043
116.0,0.10140723656312675,0.2435861064246393,0.4407839372765916,0.34859918049810257,0.011582985761037964,0.28612946009124307,55.20029935500102,2018.6828837213807
117.0,0.07218951489444068,0.401661730789983,0.3428642194272331,0.35936568051329276,0.019254683363825187,0.2622218496306067,101.91111916824924,2108.841616969362
118.0,0.08681244599420151,0.317600659818949,0.5012216773111225,0.4724067488539432,0.02494162534984673,0.24582194151863246,69.19997824505305,2116.9743327245683
119.0,0.08778611555532632,0.40283877926973305,0.37471352270362485,0.42011874379658265,0.0228472417990164,0.29050976461732847,37.16885294387457,2053.1348887264658
120.0,0.06376392951353141,0.5263972065772251,0.2847459887862469,0.5175134566520551,0.015275689965284453,0.26207881484858875,76.12714246906107,2118.5056418534714
122.0,0.08050201957595171,0.27527687224033587,0.5485632158226281,0.44091638548000045,0.019022002017046697,0.2420676783105888,96.93919517224062,2128.566828900489
123.0,0.0828308676162636,0.338961565723292,0.3723541876571647,0.39812934749693485,0.01659415990686409,0.2756972163615873,91.18223980052619,2166.353836411621
124.0,0.07644057769039908,0.28925149896567925,0.4450483984096172,0.4260403775234439,0.017999209699763888,0.2316854519577397,146.35805516002358,2212.949122951268
125.0,0.06198499431907553,0.40455484302701183,0.4778040038453609,0.4407778290212405,0.01565517121466399,0.26241899331019086,72.68902207517384,2121.410660000256
126.0,0.08371209170609864,0.33524670022597686,0.40467809342429717,0.4167139778742035,0.019192690350403017,0.28868333372287536,48.851465886956795,2022.7153873312218
127.0,0.08468629452650697,0.3170536471997175,0.4740727890743892,0.44861672662697305,0.023421004115286838,0.23245652136102518,81.27229082935762,2074.2289980119285
128.0,0.09790022081699323,0.3257294124234711,0.27419574856573814,0.31807092214337684,0.02262692485295976,0.18550459563778365,44.81086446465584,2172.3412400776892
129.0,0.07098147750288407,0.5181011433292746,0.260939310686799,0.4668317127503536,0.015672600359966354,0.262220643870603,99.0132159490981,2154.8884215717558
130.0,0.06634594541084782,0.5245949204407299,0.24057584766995455,0.5132255228620728,0.023740378495418296,0.2505096068208934,92.17548217806544,2189.809365220937
131.0,0.059390168355477425,0.4970685398292297,0.4283978759295831,0.46454378698580756,0.010262819794992942,0.28520683755799675,59.15270692851088,2044.881219373393
132.0,0.08344443533440013,0.2855530493785511,0.22353521843327448,0.40007151080521497,0.013435835843795593,0.15870543409782248,22.974103283261005,2241.976349451048
133.0,0.08784129156481,0.31161737888947527,0.258192008431548,0.29623945977455834,0.015989289141852752,0.17160515629242146,133.10607584064354,2304.015419132319
134.0,0.07551319128892335,0.25265232130943577,0.32829807070612815,0.34274142048829837,0.012184445230474194,0.20410498080512512,67.91789256185169,2191.15095521041
135.0,0.05929785007349781,0.5047951756575358,0.549902323696884,0.4383396206858252,0.02406389049220599,0.29580274483359387,79.37552233882849,2030.0975233351228
136.0,0.07103561305268488,0.3193668930915487,0.5142181837656562,0.4348606455939794,0.01611092169262551,0.2644302545935695,79.29257351256175,2079.7992003936433
137.0,0.07430489475405967,0.31428154290823973,0.48746257205317584,0.46951179636275575,0.02142223472439158,0.25372035537328536,65.6147151482861,2092.1833945520766
138.0,0.1027037391335381,0.31862855043581734,0.4768439665981919,0.45544729659985395,0.017763048877921017,0.2965794003314799,76.62778222394707,2002.654157795762
139.0,0.072447011934398,0.4596978738501717,0.2577849709394212,0.4151428492656959,0.01794830836458242,0.2536389749794078,51.81230785229567,2176.394941351861
140.0,0.06073417950184573,0.49672071324300016,0.3036384747850642,0.36964383075705276,0.019086605802014982,0.248942127651265,129.31902293705392,2205.31437853214
141.0,0.057890171996653306,0.5015634513045942,0.32800831207648473,0.4130977242652779,0.010043262860296996,0.22337476566333223,93.17666831384912,2277.20997455956
142.0,0.08477199440458617,0.37224031456316065,0.46475111202502334,0.40223399904595725,0.015633577671851077,0.26580883619845475,64.26948883870968,2003.0218933427302
143.0,0.07584731360873719,0.28987284657132334,0.4400010373904733,0.4390385625565303,0.020729830387890398,0.2781263393651689,85.56697761698027,2139.852666775629
