id,alpha,beta,eta,eta_r,shape,characteristic_time,peak_amplitude,tau,X^2,bic
101.0,0.1702214822591494,0.34133672591203795,0.3883342053106793,0.13740171979343074,1.6592179931073063,0.7822970991348663,0.22318412152660105,0.3000970669520579,24.100333027744252,2221.7753979181634
102.0,0.12129998986647371,0.3406716945167758,0.22226229157470834,0.19738275743817812,1.9247878492360535,0.6585566088158963,0.16989263245297842,0.2698308725680892,37.64367344974612,2113.2206644510256
103.0,0.1639460721046782,0.22918276156012607,0.2553740050883506,-4.795123407453239,4.158003586017151,0.34466938014159143,0.1165726503859817,0.16665068535232117,65.07223455042346,2290.1773724248237
104.0,0.1345641597579662,0.21320812232380215,0.21735769754367684,-1.868884610641549,2.9858168598633017,0.6825569844989828,0.015032550602872619,0.2021370295754871,34.7538441978269,2209.6583085645398
105.0,0.1370727358128157,0.43149711491983084,0.28915798726351016,0.9484093554723505,2.631523434293118,0.5027192828345678,0.13224125214991425,0.28545372040936234,39.776779219707265,2084.831895383452
106.0,0.10883311957122077,0.2750607590442612,0.23811302532970613,-1.5219051180491356,1.6896199622589467,0.6467507346912534,0.12018764681931973,0.26441833938828896,29.066893189244226,2215.0502231669325
107.0,0.11887043579999904,0.3965508811516387,0.32857988901088997,2.41900911831309,2.3136844074590144,0.5468084508758888,0.14259901706881642,0.28381383932973087,92.43911840778136,2148.577469405702
108.0,0.15785781857928727,0.2964371853136461,0.040539377593480364,-0.6788329130534598,4.425427508153928,0.11472299494154264,0.058972179731690694,0.23094116884788674,13.832971644694412,1877.5424961459073
109.0,0.1338036366339209,0.32070850840704,0.24880891952033446,-1.379711133865356,2.85648207502641,0.8362929445087806,0.15791526601612704,0.211259297222598,61.18160465845675,2180.2708050167703
110.0,0.11856636382726814,0.37469170271909497,0.351955853496164,4.510339348708222,2.218503355405865,0.33604348539698115,0.3847189340376506,0.27420927332697687,49.1330651982419,2136.904249376513
111.0,0.1665641669248443,0.2520157159755948,0.1125151252348775,-2.703762377800749,2.054331709849352,0.7238683564940928,0.09595015613315452,0.263132357370513,34.884189123757196,2067.302592403755
