id,alphaSS,betaSS,etaSS,alphaRS,betaRS,etaS1,etaS2,eta_r,tau,X^2,bic
1.0,0.1406039994559902,0.33159199982451926,0.4174858720742678,0.2327504193755472,0.9973047260152109,0.12378278026338141,0.12531367805338825,0.4341925194811001,0.3073795052919611,389.8601748632685,2353.4387217176045
2.0,0.322286322022853,0.8031388509819062,0.29604700330845324,0.1407736488381199,0.6798487139803971,0.14693054714331566,0.126234484252006,0.5381234373711257,0.234591395736018,439.9072225595437,2396.1147991131306
3.0,0.15164789189108369,0.8437387748095615,0.25445767153693055,0.14002367351469064,0.6731923276527809,0.14929760042650023,0.17972498291956515,0.42214972993381156,0.22556081228605518,412.36866811419674,2455.746978126778
4.0,0.14000485570402837,0.5395814024643297,0.5488929712014103,0.14047641152367724,0.6866399895270949,0.14274247984921384,0.15969601501383174,0.5368503477586295,0.2462649504483092,345.9128324436324,2406.4932666122068
5.0,0.24545486157432883,0.8817601281108626,0.2977370742930905,0.23767382137624743,0.955414667659403,0.06369219451712771,0.12566437271733466,0.4770116471539309,0.36652462718818835,354.4195646927785,2210.3689530835545
