index,PPT,Condition,Correct,RT
874,1,1,1,0.509216551
876,1,1,1,0.488358724
877,1,1,1,0.534032861
878,1,1,1,0.199379123
882,1,1,1,0.427274285
883,1,2,0,0.23975935
884,1,2,0,0.200647299
887,1,1,0,0.116487518
888,1,1,1,0.09813532
889,1,1,1,0.133700575
891,1,1,1,0.290835269
896,1,2,1,0.38502849
897,1,1,1,0.309027707
898,1,1,0,0.087976257
899,1,2,1,0.178925133
901,1,1,1,0.094334206
902,1,1,0,0.130490707
903,1,1,0,0.185104547
905,1,1,0,0.074374856
906,1,1,1,0.447135663
908,1,2,1,0.373191612
909,1,2,1,0.413952121
910,1,1,1,0.21756132
911,1,2,0,0.113049276
915,1,1,0,0.248402747
916,1,2,1,0.051016862
917,1,2,1,0.102997402
920,1,2,1,0.476321122
921,1,2,1,0.07321421
922,1,1,0,0.06870476
923,1,2,1,0.105944759
926,1,2,1,0.485210985
928,1,1,1,0.15506021
930,1,2,1,0.119964334
933,1,1,0,0.068608154
935,1,2,0,0.086822098
936,1,2,0,0.125218645
938,1,1,0,0.116531554
939,1,2,1,0.042926479
940,1,1,0,0.103695837
941,1,1,1,0.099148496
942,1,2,0,0.137451509
943,1,1,0,0.09265878
945,1,1,1,0.118493045
946,1,2,1,0.08381227
947,1,1,0,0.097654335
948,1,2,1,0.077779985
951,1,2,1,0.098180381
952,1,2,0,0.216144991
953,1,2,0,0.142594535
954,1,2,0,0.035687464
955,1,1,0,0.28033996
956,1,2,0,0.304209662
958,1,1,1,0.616936073
960,1,2,1,0.115774745
961,1,2,0,0.145538137
962,1,1,1,0.038229619
963,1,1,1,0.177563422
965,1,2,1,0.021325157
966,1,1,0,0.193206878
967,1,2,0,0.137475746
968,1,1,1,0.031291007
971,1,2,0,0.414752625
972,1,2,0,0.307770796
973,1,2,1,0.284769871
975,1,1,0,0.286301582
976,1,1,1,0.423650681
977,1,1,1,0.467393367
979,1,1,1,0.414203708
980,1,2,0,0.24255992
981,1,1,1,0.268418422
983,1,2,1,0.181593594
984,1,2,1,0.293544011
988,1,2,0,0.23944188
990,1,2,1,0.371754459
991,1,1,1,0.054394341
992,1,2,1,0.089799495
993,1,1,1,0.030684057
994,1,2,0,0.090580541
995,1,2,1,0.11218084
996,1,1,0,0.188004796
998,1,1,1,0.486981994
1001,1,2,0,0.150733391
1002,1,2,0,0.290212958
1003,1,1,1,0.427833785
1004,1,1,0,0.081552084
1005,1,1,0,0.205005182
1006,1,2,1,0.269091938
1007,1,2,1,0.22180109
1008,1,2,1,0.724700997
1010,1,2,0,0.129959541
1012,1,2,1,0.075738956
1014,1,1,0,0.068461708
1016,1,1,1,0.345921559
1018,1,2,1,0.587858827
1019,1,1,1,0.01882499
1022,1,2,0,0.262764713
1023,1,1,1,0.48759065
