PPT,Condition,Correct,RT
102,1,1,0.37744
102,1,1,0.31848
102,0,1,0.33026
102,1,1,0.40006
102,1,1,0.36563
102,2,1,0.41239
102,2,1,0.43597
102,1,1,0.35392
102,2,0,0.34205
102,2,1,0.42432
102,0,1,0.37735
102,2,1,0.41231
102,0,1,0.34209
102,0,1,0.25958
102,1,1,0.31836
102,1,1,0.40085
102,0,1,0.25974
102,1,1,0.33043
102,0,1,0.542
102,2,1,0.53024
102,0,1,0.35396
102,2,1,0.37721
102,2,1,0.8476
102,2,1,0.41258
102,1,1,0.38897
102,0,1,0.34198
102,0,1,0.34201
102,2,0,0.4007
102,2,0,0.36536
102,0,1,0.37737
102,0,1,0.34184
102,2,1,0.47131
102,1,1,0.38908
102,2,1,0.49489
102,2,1,0.40094
102,0,1,0.28326
102,0,1,0.31854
102,2,0,0.27132
102,0,1,0.30646
102,1,1,0.34171
102,0,1,0.38892
102,1,1,0.42424
102,2,1,0.40071
102,1,1,0.36561
102,2,1,0.31856
102,1,1,0.35371
102,0,1,0.34209
102,0,1,0.31861
102,0,1,0.51848
102,0,1,0.3774
102,1,1,0.41242
102,1,1,0.36567
102,0,1,0.36541
102,1,1,0.35375
102,1,1,0.3655
102,1,1,0.48305
102,1,1,0.30581
102,1,1,0.28312
102,1,1,0.35375
102,0,1,0.35323
102,2,0,0.30676
102,1,1,0.51839
102,1,1,0.34199
102,2,0,0.33032
102,0,1,0.36539
102,0,1,0.40065
102,0,1,0.33023
102,1,1,0.55378
102,0,1,0.37722
102,1,1,0.34199
102,1,1,0.31849
102,2,1,0.45963
102,2,1,0.40078
102,0,1,0.34198
102,2,1,0.34215
102,1,1,0.36538
102,1,1,0.41259
102,1,1,0.30669
102,0,1,0.64765
102,2,0,0.38912
102,2,1,0.47081
102,0,1,0.43606
102,0,1,0.41244
102,0,1,0.35382
102,2,1,0.64752
102,2,1,0.44783
102,2,1,0.49495
102,1,1,0.37734
102,2,0,0.33013
