id,alpha,beta,p,sd_0,sd_r,tau,X^2,bic
1.0,12.043409990826921,0.5551829771385308,1.4101249143263277,4.978154145337871,17.27394250767867,2.9360816182908462,1.005033585350112,1785.8852837874044
