id,alphaSS,betaSS,delta_flanker_deltaSS_ratio,alphaRS,betaRS,delta_target,deltaRS,tau,X^2,bic
1.0,0.23586292124659355,0.7253282656204723,0.06525721759545666,0.2876266714347249,0.9965874206308596,0.14101767319266506,0.725537882810852,0.24283177928267624,292.9468652470849,2253.6718459378358
