id,alpha,beta,mu_c,shape,characteristic_time,peak_amplitude,tau,X^2,bic
1.0,0.0867512330284449,0.2314258351955678,0.2400894428707459,4.028662640698402,0.9254207420250349,0.34762081251478116,0.16910884345601487,459.9198774193619,2623.074261667168
2.0,0.080074934502923,0.4014976916313178,0.20006704103333484,3.038513708074146,0.6012065831798188,0.03157660524146577,0.26758099230292304,36.240995836431644,2124.1833344520037
3.0,0.08114476054212585,0.1955409710189973,0.4803166886782389,2.6995596987448174,0.6991558475843864,0.09616184509608025,0.2543359404241721,88.75426300617856,2115.794057733954
4.0,0.08677592414520119,0.4610566507669563,0.2745355876938513,3.496253214454156,0.9032172435150982,0.11745054770697304,0.30648949484379945,32.79040810587722,2021.9637614067765
5.0,0.09320772737293195,0.2406570013692274,0.34451402301822287,4.3935890255478185,0.8913521494607356,0.2337580791327817,0.25507984888152996,68.40965557507829,2069.9306275819836
7.0,0.10137182502491209,0.5682120796585904,0.20257600084005611,2.2877217649342927,0.9844012196052244,0.04333649710682197,0.27781352037879486,77.4590700743352,2067.3426172904406
8.0,0.0701661449058705,0.33690672608952094,0.28686517927270644,4.250236759423625,0.7092602266591821,0.08732825131257264,0.2676088668226341,86.72582791448451,2266.389859051496
9.0,0.08700867306406021,0.2963211955258333,0.30524341613846995,3.650234694990694,0.8967359195948773,0.13680258076691437,0.2513424398762354,100.21400451310065,2164.4488722483898
10.0,0.09261169686256965,0.30856112191453927,0.34772777413380646,4.437594603481644,0.6651436330427367,0.3527136617576897,0.2198315473842788,69.612408665861,2095.6990829278902
11.0,0.11160953858081644,0.2027821998801146,0.4756836718611708,2.6920044225971824,0.5475975829530584,0.03933651360045451,0.256827967167611,47.26134786788003,1991.9173538930206
12.0,0.11191374923471752,0.4153827392847419,0.2194285257844908,3.5518804470447973,0.2613405474897513,0.019007232702892923,0.3339852817898433,69.37432651710289,2039.2719615920223
13.0,0.1114544630263906,0.2189109716572447,0.4129157903650638,2.917529718345642,0.9562794398310502,0.04214329454546584,0.26164455962754646,74.80231550038236,2076.4383464167367
14.0,0.1051295815490867,0.20937791865835775,0.42371598888761697,4.1117484799721185,0.6546700370449272,0.1876927916462588,0.18725140899134482,61.19449187580919,2064.206681943243
15.0,0.08247234937954004,0.35615580360702814,0.2527095850634362,4.038822429357103,0.6643981901723528,0.13486434251267188,0.28115299029667595,60.45473169417359,2132.051955501689
16.0,0.12707181768927978,0.22642097491365165,0.5375514261475735,3.870532914732548,0.9269938270379011,0.3286498874285352,0.2895028275446027,27.195820068418463,1898.0457073401824
18.0,0.10139724100474508,0.3199474113709116,0.3754850402096752,3.1910374841536813,0.347364194200031,0.032068207337941385,0.2784625966138088,59.036842835698394,2024.3305981423885
19.0,0.0790939487746862,0.5702760542877426,0.3781343085663463,3.320644043918087,0.5816253167104343,0.11897962160876759,0.3161121588884578,36.63265438825455,1939.8909352783617
20.0,0.0932873705219818,0.27177674005809294,0.36425699212362606,2.955854311137251,0.3733072985575696,0.03330272112809948,0.2592275074242885,59.97143199176219,2051.0389737302817
21.0,0.0792181904466214,0.4745355137403449,0.20230135135836552,3.0874085015433446,0.6606672574087332,0.06670041826905365,0.2662635175751265,83.86109315002383,2291.3005011704004
22.0,0.07989265735243833,0.337186627513869,0.3437690704973141,4.177585614118154,0.8765295328940206,0.26511399937480773,0.29452029304267363,64.25753269040113,2092.897340408251
23.0,0.09917467356439316,0.3049039323589784,0.2729439391026245,3.0048359840808976,0.8199802562908521,0.12145426657744271,0.22176438097731446,66.93562462342193,2140.1929423990814
24.0,0.09509343308627824,0.2344178481304544,0.36409647029818126,4.447270037194171,0.9734176777863233,0.22608813855869755,0.22757766923373615,92.82165782178805,2103.027260320593
25.0,0.09317549904280945,0.3631546384427847,0.2795701348453261,2.7297402426564603,0.2954768742642199,0.03838237286775073,0.30227937296946056,84.87617111550598,2138.254748964593
26.0,0.08005175482730648,0.3597186464912674,0.33145381808245744,3.1882984062598805,0.8494083800754118,0.07711138058115627,0.3282927771305379,40.16026150359876,2000.700729000276
27.0,0.1589947493795111,0.2155089612091633,0.302357538793831,4.398636060716299,0.8448339701223965,0.24892547848904342,0.203629679142935,86.41322670361566,2107.0902638614616
28.0,0.07474997245076731,0.21985470905559445,0.3406774506613093,3.8077510066339464,0.6575271619557737,0.06057041802838814,0.24141685075518704,97.49479573863775,2231.4701589819942
29.0,0.08540672568710109,0.2611363905386292,0.39173402261417956,4.133541985611538,0.7907939042202672,0.3367258938558669,0.23354832020527047,85.50458426240013,2121.789290511814
30.0,0.08179240537876445,0.31864722831583664,0.424433794177681,3.9701840152116055,0.4427081464282572,0.11211781599037267,0.28921335203505066,67.26379816921366,1995.9795591238872
31.0,0.08816740639509257,0.48734426633864214,0.24624212331570822,3.404062571977906,0.034405701610244255,0.058752308619475085,0.31135081148297516,49.4507798308018,1970.8751005939748
32.0,0.0973251654670714,0.4110327246846699,0.47291538877183803,4.360664412459425,0.48580655679412144,0.12123280099455253,0.3063094076812757,54.96818246368156,1931.6935411823101
33.0,0.09520446557138698,0.36240801289722335,0.20054075831677604,2.5645849299492887,0.907275115804353,0.07061983843328898,0.38157834427367937,506.4423122516128,2760.28234602163
34.0,0.07035177856259689,0.45588495915387395,0.3054828219195398,4.489219121171726,0.8440901524249589,0.30760480345044183,0.32608780244254904,39.86229064465202,1986.2626847729553
35.0,0.12764796847074,0.22033347208436616,0.580139098952234,4.070562430608584,0.824560808184044,0.341357181795631,0.2547780429123331,46.21937996181352,1928.2995774700298
36.0,0.08008405295492987,0.28155078270492334,0.27001127974892436,4.102765296678411,0.8364364007472744,0.3774540487149084,0.21687904259097482,125.96163090051063,2249.6015277465517
38.0,0.08669003480682438,0.2535112710955996,0.4789292079251979,2.803285068050627,0.7562233172782602,0.1120527567236985,0.2789431313539948,87.40776050583202,2110.295586250923
39.0,0.1239756946988664,0.28399717527220797,0.4377062358018053,3.745159184230375,0.7570954408369895,0.10267004487706305,0.24214809660907805,152.8121012756248,2133.5471482349963
40.0,0.08166758617418446,0.28610849691130447,0.34692009919583794,2.823804113938197,0.7205757493117451,0.01796505302319587,0.27832025364856194,74.52929469580366,2086.1689430497145
41.0,0.09502433486843989,0.33396472959490425,0.2986546620048439,3.8953120725984,0.17556626901426553,0.029181995914963038,0.307671868889491,60.867935922260514,2007.7233878968705
42.0,0.0977298043161749,0.23027668284332692,0.35320771265317935,4.330560205230812,0.6115826043603982,0.09723484961608245,0.26455572364996643,62.55351016407835,2127.7513884868617
43.0,0.08130412581776669,0.3251507185456089,0.3876736000097355,4.166963389211125,0.6467767307895843,0.36121065529766055,0.31047349757418535,42.1439326994971,2043.7963125649321
44.0,0.08997995194647146,0.19336760265146907,0.5522757982022467,4.322321911840447,0.3726892864475439,0.1659537477147397,0.22349534661864462,71.49330530908345,2080.7766350547654
45.0,0.1550459185937184,0.17252645039198655,0.5026238010945253,1.5619460265099578,0.6413450595944559,0.09258374585249136,0.1886462526266942,98.524742568079,2048.442417929302
46.0,0.07154722952413264,0.33321342642087104,0.3463532368093206,2.9286019887870363,0.6571838564713646,0.0798197502084273,0.30035130036620944,27.425204098845278,2095.1018891962904
47.0,0.11036936115740781,0.14385475163991646,0.5241784242837989,3.2281898262330504,0.7763390083055164,0.08775444657869355,0.23496085021026206,128.2157423648173,2154.2835839207432
48.0,0.14175630675705178,0.26995848084704416,0.40514771174755404,4.041462713352876,0.8887145118864527,0.14940632421437886,0.22328630855033993,80.72308401118323,1994.2153624298182
49.0,0.07585725215420769,0.2943850641850951,0.3814562059001437,4.412074873036584,0.8608587533857165,0.09070346955678509,0.24695166911769445,119.59659687552016,2179.3998975097024
50.0,0.07427691778384515,0.36901398888547104,0.23857728007867202,4.185066854154504,0.8428737370541167,0.08087662276546012,0.22264827306558616,100.76168493635777,2225.0584507881777
51.0,0.09087777883456011,0.2932367214244942,0.34641745852988215,2.2546160740522243,0.8428274510214935,0.04592716512656636,0.24387692128870203,57.92837243294113,2019.19267208936
