id,alpha,beta,eta,eta_r,sd_0,sd_r,tau,X^2,bic
1.0,0.13397068440742427,0.22963149382702547,0.1859920367672236,0.5493559409713575,0.45513739998194747,0.019284309812911838,0.17518691115547835,450.21081408547764,2618.8866592511454
2.0,0.12851597124416375,0.47104839879035,0.19782909360383294,-0.48542047682493594,0.5326630201112493,0.014911314811541064,0.2780623989282807,40.27220129414455,2133.736000827579
3.0,0.09640051783223336,0.5643688522133564,0.2160851029952533,3.5216632932037397,0.5019147569780213,0.01927812335929306,0.28872970818115257,91.35490348943134,2123.91615913507
4.0,0.09873926817282984,0.35303749082020547,0.030421648582926508,-0.25765099292592686,0.3748997844089851,0.011766144902557271,0.29232025661174926,27.4845681710718,2022.179382389833
5.0,0.10716314505383187,0.20992817836867866,-0.09516809285873551,-4.746425364653131,0.26380722195696604,0.010630137362274512,0.22829229564402537,26.813922365232138,2033.8563552899996
7.0,0.1311479776234228,0.4368616409616094,0.17126408673796445,0.6121435671857534,0.3497995908806506,0.014098719730547027,0.29055659764226277,29.471872981409955,2024.8768811153777
8.0,0.08193738551746874,0.5116374719140138,0.17588200965370815,3.204828440607365,0.4453644113330407,0.012404228739755392,0.2975391916130999,49.42288493918442,2234.6083769940587
9.0,0.09341932351155235,0.35543049115585007,0.05685300181411934,0.9575474355968705,0.4277808305721371,0.016690526720451855,0.2892679413685021,71.01771665378304,2140.774045306934
10.0,0.10704189498997979,0.19941618456425192,-0.1305495876438877,-4.886674543799885,0.3404804689651806,0.01798053591548018,0.16954115472640907,23.114568512961622,2054.722703692853
11.0,0.10361372695962529,0.184616017623963,-0.13695731676865674,-4.20591678190601,0.266245751195465,0.015680324587523334,0.21642972962212642,37.6645199146471,1987.8419868576495
12.0,0.1871225520212335,0.3064302654957099,0.15995868361473464,-0.3599539565409243,0.35791100628193995,0.01496257979364584,0.26308576355877,21.23803611456485,1996.6571321073473
13.0,0.10585512099459023,0.24118595820659972,-0.0860507653333864,-4.721345555894471,0.3365352099078551,0.0258130966857413,0.24617733819941598,20.61347039686307,2027.7709622310792
14.0,0.09552900907166936,0.18398597199565825,-0.1892284578567186,-4.863781878638122,0.3367512734067257,0.01876704457361654,0.1663166956559563,37.53825028955494,2046.0719012748507
15.0,0.12822060041047556,0.4240903442898061,0.17244804634402633,-0.9175280367035626,0.4888884888981486,0.024677363228646425,0.2811692326480999,41.466962209151504,2118.58564693453
16.0,0.07067955305904708,0.24155924849266042,-0.1817712760879736,4.863199369998975,0.36999397628397457,0.024626965965326847,0.2998818337593639,34.12961840048115,1910.500966590107
18.0,0.0856388138687511,0.32634755782940705,-0.07864293506154185,-1.7371915708390417,0.37017031972971126,0.01624726642347282,0.28190101892140046,18.712587307500698,1989.5278035320528
19.0,0.07273121579828623,0.18594627220675097,-0.2999483809973851,-4.1729409833706015,0.3956196016187108,0.013209247684740608,0.2314330443146347,59.16716916967003,1967.9469109776392
20.0,0.10223322074693598,0.3850030411171812,0.04480271553398674,0.2912029188579013,0.4013139374936725,0.02475151481096476,0.27572772377061544,46.474366489371334,2043.0633691457535
21.0,0.1766258817143791,0.4320124375718576,0.22603794293027102,-3.20146424718663,0.3902904243597527,0.01627969181539143,0.22917886422202344,31.638625720538727,2244.5994946587784
22.0,0.08474891965449101,0.5030761641469242,0.10403578208213182,3.4340381062083534,0.4014321631519625,0.012952524861406745,0.3243789665324362,47.81585937193227,2081.9771280076443
23.0,0.11465523604402894,0.30156258101552375,0.016608794428864426,-0.1336848548575481,0.4280599584859346,0.011611958443834952,0.19375974264140436,24.416289085425976,2103.1950677789478
24.0,0.11010477180490648,0.22996246739391152,-0.09059375868317598,-4.6540681786476155,0.298082792916488,0.017154148148888333,0.20689966441939983,19.869163690000363,2035.5962271066676
25.0,0.14978171115026584,0.2288928211470091,-0.021962569851775693,-4.046147310027965,0.2762877299943265,0.01005543578400717,0.2177663431394778,26.07614791826067,2084.9761866852105
26.0,0.09800457313943747,0.21375168378072362,-0.16814372759482732,-4.83503726332457,0.33553339533725035,0.016397847199247327,0.2552966311958294,23.21402447447544,1989.275952889015
