id,alpha,p,sd_0,sd_r,tau,X^2,bic
1.0,0.07924265539193913,0.2712126982065411,0.42156102380301763,0.012419439815246812,0.3085558956967266,127.32013389383192,2068.812837076719
2.0,0.07127360110387668,0.5057842581240062,0.5420724794039409,0.022904420795530685,0.2973277446231133,143.76456139679732,2077.886294278936
3.0,0.06524929661367494,0.252314936855374,0.4200646440911504,0.011254190806064098,0.26344523922292884,85.91398101522203,2107.206447356355
4.0,0.07203245026250997,0.2888516142298114,0.4571232904656798,0.022724055609502015,0.2866680730224581,83.86273371214791,2122.357324209274
5.0,0.09452171924636786,0.549600106355982,0.42913980168582544,0.01778556717456771,0.34577234176543165,76.86600508208724,1910.7295498014148
