alphaSS,betaSS,deltaSS,alphaRS,betaRS,delta_target,delta_flanker,deltaRS,tau,X^2,bic
12.385547296491652,0.6222885372803337,0.241349720226691,17.456245544767057,0.6951505834665882,0.8979817828537109,0.9210467341087127,0.16915868293997138,5.399280593554913e-06,6404.173194406539,8383.511511386725
