PPT,Condition,Correct,RT
1,1,1,1.711206823
1,2,1,0.557789085
1,1,1,0.403060838
1,2,0,0.375600551
1,2,1,0.492189852
1,2,1,0.576897816
1,1,1,0.44243451
1,0,1,0.368834646
1,1,1,0.369991541
1,1,1,0.42132878
1,2,1,0.457233134
1,0,1,0.366708951
1,0,1,0.42713749
1,2,0,0.368841815
1,0,1,0.427870747
1,2,1,0.703996458
1,0,1,0.372181414
1,2,1,0.485926099
1,1,1,0.332434968
1,0,1,0.293997666
1,1,1,0.287932248
1,1,0,0.377790765
1,2,1,0.573005202
1,1,1,0.476212828
1,2,1,0.449802246
1,1,1,0.37619453
1,0,1,0.338556712
1,2,1,0.380754518
1,1,1,0.368343077
1,0,1,0.38118703
1,2,1,0.553014719
1,1,1,0.447812756
1,1,1,0.421355748
1,0,1,0.468370591
1,0,1,0.344164356
1,2,0,0.441416552
1,1,1,0.727298888
1,0,1,0.468119003
1,2,1,0.616835769
1,2,0,0.353646522
1,0,1,0.460565223
1,0,1,0.450269578
1,1,1,0.446630941
1,1,1,0.356854353
1,2,1,0.52075105
1,1,1,0.488391456
1,2,1,0.471998304
1,0,0,0.30759058
1,2,1,0.379639611
1,0,1,0.639370122
1,1,1,0.410521084
1,2,1,0.317549978
1,0,1,0.345136571
1,2,1,0.46801591
1,2,1,0.391543097
1,2,1,0.356518789
1,0,1,0.29551368
1,1,0,0.312154664
1,0,1,0.65089469
1,1,1,0.437913097
1,2,1,0.656786694
1,0,1,0.297965723
1,2,1,0.580174261
1,0,1,0.501338843
1,1,1,0.363920319
1,1,1,0.294672209
1,2,0,0.296379388
1,2,1,0.865056049
1,1,1,0.367469859
1,1,1,0.324448333
1,1,1,0.453034655
1,2,1,0.283160954
1,0,1,0.47882702
1,1,1,0.291087167
1,1,1,0.411749324
1,2,1,0.584983788
1,1,1,0.451316552
1,2,1,0.517475628
1,0,1,0.341632775
1,0,1,0.446725159
1,1,1,0.412606498
1,0,1,0.337976046
1,2,1,0.315379563
1,1,1,0.389712685
1,2,1,0.624501859
1,2,1,0.531599368
1,1,0,0.305110204
1,0,1,0.605807208
1,2,0,0.284017787
1,1,1,0.486325158
1,1,1,0.318236809
1,1,1,0.310315034
1,0,1,0.432161396
1,1,0,0.29345694
1,1,1,0.389933208
1,1,1,0.739547497
1,2,1,0.621743268
1,0,1,0.438421735
1,0,1,0.379179107
1,1,1,0.424598057
1,2,1,0.724391803
1,2,1,0.408321994
1,0,1,0.316015531
1,2,1,0.516967673
1,0,1,0.342074504
1,0,1,0.383132825
1,1,1,0.459791001
1,0,0,0.28153741
1,2,0,0.394652614
1,2,1,0.589236887
1,1,1,0.518172701
1,0,1,0.555598871
1,0,1,0.501522499
1,0,1,0.769922038
1,0,1,0.407557672
1,2,1,1.195849722
1,0,1,0.410372589
1,1,1,0.424425325
1,0,1,0.405074224
1,1,1,0.329018562
1,1,1,0.482654774
1,0,0,0.295750589
1,0,1,0.465548506
1,2,1,0.471534727
1,0,1,0.527394062
1,0,1,0.418941255
1,0,1,0.471372919
1,1,1,0.302962319
1,1,1,0.464495046
1,1,1,0.270417021
1,0,1,0.447671771
1,2,1,0.588475637
1,2,1,0.605297205
1,0,1,0.468772722
1,1,1,0.515960639
1,2,0,0.354074597
1,1,1,0.461537779
1,2,1,0.578802647
1,2,1,0.513393214
1,0,1,0.400559979
1,2,0,0.38948192
1,0,1,0.395568503
1,0,1,0.389094809
1,2,1,0.463474357
1,0,1,0.406932628
1,2,1,0.458237096
1,1,0,0.376986162
1,0,1,0.379612985
1,0,1,0.358656773
1,1,1,0.523636288
1,2,0,0.321480825
1,1,1,0.467959243
1,2,1,0.504455188
1,2,1,0.649144499
1,1,1,0.459690639
1,2,1,0.50966787
1,0,1,0.430184878
1,1,1,0.345040647
1,1,1,0.317200759
1,2,0,0.38538551
1,0,1,0.37789932
1,0,1,0.388965431
1,2,1,0.554154545
1,1,1,0.435002256
1,0,1,0.495165212
1,0,1,0.339456557
1,2,1,0.574150831
1,2,1,0.719192434
1,0,1,0.330359795
1,2,1,0.404718519
1,2,1,0.529059935
1,0,1,0.368062814
1,0,1,0.483491125
1,2,1,0.51416368
1,1,0,0.345299062
1,0,1,0.355088459
1,0,1,0.348851332
1,2,1,0.45638825
1,2,1,0.374314619
1,1,1,0.34697108
1,2,1,0.491960112
1,2,1,0.475673808
1,0,1,0.408150628
1,1,1,0.309057436
1,2,1,0.345686514
1,1,1,0.369282521
1,0,1,0.311203955
1,2,1,0.574403785
1,1,0,0.375523743
1,1,1,0.427146707
1,2,1,0.48688978
1,0,0,0.31653953
1,2,1,0.454999566
1,0,1,0.47577895
1,1,1,0.4347534
1,0,1,0.623001549
1,1,1,0.415825253
1,1,1,0.404824343
1,0,1,0.313498287
1,0,1,0.417907595
1,2,0,0.446934417
1,1,1,0.501517037
1,1,1,0.458813666
1,1,1,0.569404116
1,0,1,0.385318943
1,0,1,0.3161176
1,2,1,0.630359385
1,0,1,0.407284237
1,0,1,0.532336381
1,1,1,0.411769124
1,1,1,0.368388138
1,0,1,0.33156687
1,0,1,0.390699237
1,0,1,0.34624465
1,2,1,0.451203901
1,2,1,0.432612001
1,1,1,0.397131967
1,0,1,0.361444722
1,1,1,0.446233931
1,2,1,0.330994055
1,0,1,0.365502558
1,0,1,0.45659307
1,0,1,0.286276274
1,0,0,0.269710391
1,2,0,0.295182553
1,2,1,0.657022579
1,2,1,0.491531013
1,2,1,0.505261839
1,0,1,0.302831575
1,1,1,0.304704659
1,1,1,0.701728753
1,2,1,0.422004688
1,1,1,0.462150192
1,2,1,0.481570591
1,0,1,0.335137575
1,0,1,0.435578826
1,1,1,0.303173626
1,2,0,0.38468673
1,0,1,0.436974337
1,0,1,0.51966277
1,0,1,0.657015751
1,1,1,0.362575673
1,1,1,0.291870264
1,1,1,0.429529111
