id,alpha,beta,mu_c,characteristic_time,peak_amplitude,tau,X^2,bic
1.0,0.07576420353194019,0.3996115295223513,0.3080861221881147,0.9973611677641003,0.04067906853566161,0.2729885565394618,82.17401804671954,2026.3346159838843
