id,alpha,beta,mu_c,shape,characteristic_time,peak_amplitude,tau,X^2,bic
0.0,4.841517508070547,0.1394849866560518,-4.036496220976664,8.294804437195761,2.2071466054116056,0.2827070425359341,1.3486857107966737,5490.848674811813,6921.230575057105
1.0,15.572890724132131,0.5271416741246604,0.48906332501076377,7.691463272323073,7.271006474905618,0.14982764080306132,4.909283986412509,4459.106706917274,6140.6669625742325
2.0,2.203773266476416,0.657291279057792,-2.223556235909144,7.488866696357606,4.1688319215724166,0.9834194970801694,1.0801729232878106,6178.823239571906,7789.215045254508
3.0,2.3139619298002367,0.657291279057792,-2.223556235909144,7.488866696357606,4.1688319215724166,0.9834194970801694,1.0801729232878106,5420.225045081321,6913.962059383667
4.0,13.607228072624762,0.7248795707766135,-0.16115406486295525,5.649316298693291,9.697895547879732,0.9757073528687455,3.9463486197097346,895.9689313611356,2709.6616205929104
