id,alpha,p,sd_0_sd_r_ratio,tau,X^2,bic
1.0,0.09432421860013923,0.24009038199942875,18.692590895948413,0.2885941461553303,138.09573346688694,2074.066975731911
2.0,0.07129070747531713,0.5063342798626113,30.037114840579022,0.29828703990785943,143.76456139679732,2072.3648333610736
3.0,0.07003765797256256,0.27541939691993367,18.50203033180425,0.26302401939233144,73.6343422457176,2089.405347668988
4.0,0.07223096073710307,0.2894002943717117,25.305757678914517,0.28658416518579743,83.86273371214791,2116.8358632914114
5.0,0.09211996316073139,0.5396243568950185,22.977569865937483,0.34675682454364143,79.11585702871524,1907.4579408301806
6.0,0.08140771905413319,0.43409409908347674,23.750520453350813,0.33089280805310356,117.16895956184112,2032.2340675536445
7.0,0.07186573048761966,0.28695477329826824,26.52970026333766,0.28649840917254155,98.9090906447733,2029.6344708725392
8.0,0.0701481253671678,0.22836529264384284,23.06477260936846,0.23777162855080114,79.65982856831184,2115.2718480245085
9.0,0.0700056792738343,0.27976858152849154,14.866478253479642,0.23611673293830515,224.43669385938682,2285.1498487536464
10.0,0.09372191228690818,0.5073023802530153,20.95240470473422,0.3102632921563018,144.5195555482005,2012.283826219634
11.0,0.07210403150900371,0.2872315686309481,26.48172841544813,0.27519926941180506,154.71364666408047,2099.814167779793
12.0,0.07121362006416102,0.28051950121284697,24.90700668908083,0.26565170417773754,127.7904484387622,2109.327814943584
13.0,0.08885390465117707,0.4088702660129476,17.590074817485785,0.3227078662667866,159.7125621434199,2063.2751077395983
14.0,0.09883187102818611,0.5413450920236271,26.122197579924887,0.32155401259660055,96.85821439774143,1966.1448462199978
15.0,0.1764430834007182,0.5492103136566846,18.543992933797725,0.24976990821931722,29.26381456524757,1827.412897297912
16.0,0.09073412525602786,0.5385903859502298,23.42423947019772,0.3084935486152558,85.65517900551639,1946.256993922345
17.0,0.09397266315272111,0.4473254959574189,19.88970496773139,0.33420288659409625,157.31620633556219,2068.373028810116
18.0,0.08065875470560974,0.29105551453089135,30.620546082038985,0.25386372256386025,124.12934119139956,2109.99808718755
19.0,0.0796565748367433,0.29307638817957377,31.712802878005775,0.26779085553798065,157.31946716283025,2091.9293947309684
20.0,0.0734680041691401,0.2961697952449828,28.998768640043707,0.2876499240239174,112.76037727841484,2070.0864973710936
21.0,0.07002049703365543,0.49588009062597455,31.756082149625072,0.2818326633389643,138.43503567292544,2128.2409665584414
22.0,0.08017840090352106,0.4515814390640488,34.08757851890927,0.31118800940055724,84.64753266765628,2024.7842717340454
23.0,0.07208805266652359,0.27150873422466193,33.16338180840397,0.29913472952157916,137.07015583199347,2123.9775203998565
24.0,0.07108254914172986,0.4256966433113368,34.560144198447546,0.3067812633270286,126.78720142734296,2114.193993609375
25.0,0.07185175964810815,0.2840256250286417,26.459273020610937,0.3102379115857037,121.42414850521708,2047.298164221651
26.0,0.08071230187258435,0.20091183833897544,27.705839593211124,0.24916203355079114,150.49305251561657,2207.2299413893347
27.0,0.07330288145842158,0.2953236335520477,32.380767797694546,0.28687503737038833,136.78046489708865,2124.8348815383565
28.0,0.07324598581431047,0.302021714662452,26.933633168678327,0.30877212216297023,86.40812781581207,2015.7751395828216
29.0,0.07112544293926681,0.406589564094389,27.906915953760233,0.30945848067594905,149.91112375310516,2078.241506496095
30.0,0.07005389413778261,0.5009291027079281,24.439811626324612,0.2965026647707263,138.20014791187705,2048.881186339501
31.0,0.07008770954945517,0.2721468300165405,18.285806593364782,0.2715921866553197,105.68743119123529,2117.7005774466697
32.0,0.07716406347096044,0.2484968758991912,31.523559584537423,0.32387690992815443,107.04346543771167,2077.9792221224793
33.0,0.09671599174878615,0.3819675445643339,19.980672367629225,0.3221488957660896,81.63306598595969,1975.8375172747274
34.0,0.08641662156657884,0.24224579185027845,27.36747632726339,0.3004576903944547,118.00815290523624,2084.3202472533717
35.0,0.07018652920169212,0.28500703491325585,25.97136129065038,0.28387963243067027,97.46913192421128,2073.8615772348703
36.0,0.070375640946058,0.5221634759497157,30.602161484358433,0.2758559090400623,155.131428722248,2154.211394997981
37.0,0.11014531032144849,0.4753666056693023,17.372823943162402,0.3019425202305066,64.61593947014327,1883.1425105339827
38.0,0.08903097550674999,0.4128958129405783,23.298627916082708,0.2751090979265305,100.08940718862148,1985.5134467820315
39.0,0.09207549562256277,0.4322790426393077,20.074871071880366,0.29889764642423433,72.10821399926937,1905.9844830108277
40.0,0.0963942431551708,0.3288455515455721,19.06200767451196,0.2982989255363995,62.04760512432868,1884.9566526777046
41.0,0.07157302622029235,0.5192419110307536,30.520296204881205,0.2867377787650498,125.29203254422517,2068.9231477938392
42.0,0.07042958576205019,0.2768794213229327,23.748410844018508,0.2630167432899402,119.33224240769829,2185.477762174512
