PPT,Condition,Correct,RT
1,2,1,0.545124
1,1,1,0.422724
1,2,1,0.867464
1,1,1,0.868396
1,2,1,0.652669
1,2,1,0.470219
1,1,1,0.415055
1,1,1,0.434459
1,2,1,0.535299
1,1,1,0.428561
1,1,1,0.435557
1,1,1,0.341025
1,2,1,0.442482
1,2,1,0.527686
1,1,1,0.398454
1,1,1,0.370548
1,2,1,0.454692
1,2,1,0.416083
1,1,1,0.368354
1,2,1,0.400501
1,2,1,0.419945
1,1,1,0.454684
1,1,1,0.33614
1,1,1,0.341221
1,2,1,0.387339
1,1,1,0.302132
1,2,1,0.317567
1,1,1,0.332284
1,1,1,0.426474
1,2,1,0.35657
1,2,1,0.408247
1,1,1,0.427728
1,2,1,0.336681
1,2,1,0.318671
1,2,1,0.363323
1,2,1,0.400107
1,2,1,0.396241
1,2,1,0.407627
1,2,1,0.363016
1,1,1,0.428732
1,1,1,0.367391
1,2,1,0.41211
1,1,1,0.372286
1,1,1,0.345172
1,2,1,0.429994
1,1,1,0.412825
1,2,0,0.342026
1,1,1,0.471732
1,2,1,0.528449
1,2,1,0.439611
1,1,1,0.529648
1,1,1,0.419771
1,1,1,0.398509
1,2,1,0.378577
1,2,1,0.500076
1,1,1,0.468193
1,1,1,0.404057
1,2,1,0.479425
1,1,1,0.448238
1,2,1,0.434446
1,2,1,0.444474
1,1,1,0.390552
1,1,1,0.410042
1,2,1,0.385526
1,1,1,0.396001
1,1,1,0.304116
1,1,1,0.477637
1,1,1,0.36648
1,1,1,0.346866
1,2,1,0.416988
1,1,1,0.352738
1,1,1,0.342085
1,1,1,0.356158
1,1,1,0.437395
1,2,1,0.381562
1,1,1,0.418301
1,1,1,0.437034
1,1,1,0.414486
1,2,1,0.465316
1,1,1,0.3933
1,1,1,0.477347
1,2,1,0.405394
1,1,1,0.376814
1,2,1,0.612986
1,2,1,0.464479
1,2,1,0.449301
1,2,1,0.486094
1,2,1,0.495688
1,2,1,0.407746
1,2,1,0.427263
1,2,1,0.429905
1,1,1,0.440824
1,1,1,0.370828
1,2,1,0.455582
1,2,1,0.549452
1,1,1,0.435691
1,1,1,0.427931
1,2,1,0.446007
1,2,1,0.480201
1,1,1,0.537781
1,1,1,0.453664
1,2,0,0.42458
1,1,1,0.45691
1,2,1,0.561715
1,2,1,0.735115
1,1,1,0.395755
1,2,1,0.471764
1,2,1,0.471948
1,1,1,0.368673
1,2,1,0.439618
1,1,1,0.513747
1,2,1,0.495165
1,1,1,0.47121
1,2,1,0.418775
1,1,1,0.404581
1,1,1,0.376003
1,1,1,0.546443
1,2,1,0.445426
1,1,1,0.422473
