id,alpha,beta,p,sd_0_sd_r_ratio,tau,X^2,bic
1.0,0.12186900240748123,0.2173260231717521,0.46521825821591306,20.443314754253624,0.22717963622675535,50.0324511485169,1991.5251543314037
2.0,0.07290605396475858,0.41745720054372015,0.5464728942067709,28.2872138939541,0.2969534164709587,82.43032421354674,2016.5520570956858
3.0,0.09181504445814816,0.2929104410767174,0.39325382552348703,22.529455825724362,0.21310760383783578,72.67345714400649,2093.9659234851392
4.0,0.07255701996524061,0.3945739694492886,0.4041170800391879,24.805959171760236,0.28673129384532914,55.5315434670429,2094.026133964169
5.0,0.17118364858621704,0.7030617030139035,0.5460543985788356,19.79227719099158,0.34542531770561613,115.89176316227052,1949.7553078815984
6.0,0.07619170959921226,0.36511567738991196,0.47918028034260185,25.262056191672457,0.32048104828173485,84.0077016576482,2004.594270567314
7.0,0.07075909151826704,0.3823496959843054,0.3999569469206929,22.6084542321061,0.2857576945439099,73.65106037704012,2009.8979015226682
8.0,0.08094847890804945,0.3961249471861498,0.3090799207903793,26.08443562395706,0.22788989214144628,63.90794335625235,2105.0414237303107
9.0,0.07086230929160914,0.4110544019718767,0.3291659422059944,15.31554220826817,0.2262873015710971,192.92799850089892,2259.1626143130215
10.0,0.08982338559814365,0.45609871967613047,0.5240881233918446,20.52842386285617,0.31013264045282707,121.69228288999487,1994.9780144792906
11.0,0.07554400206806565,0.34029154850569454,0.5340591039679972,26.22712115542253,0.2748505048327119,54.56851537897109,2005.1904974125464
12.0,0.08054590348236385,0.3402430219505768,0.43773866336099415,24.031062124421993,0.25585568016904314,54.327481723250386,2041.3863091459348
13.0,0.07918716716495842,0.29149923649116444,0.5103504458493446,24.29542732536452,0.3126031282204735,101.35944757961106,2010.4434540936518
14.0,0.11001373417114708,0.235572214895009,0.5465816763445148,18.63204904369622,0.269667165089069,76.21756804340374,1951.025660783522
15.0,0.17958890740171507,0.47843145637141477,0.5388176733055337,16.58266421157782,0.23984670445576564,36.675860933939155,1840.3464045844655
16.0,0.08139132082566089,0.39572944161029533,0.5476242459737839,23.054381055855014,0.3087240267670364,68.0474840521548,1934.1707598868452
17.0,0.08324930117304566,0.2662562670442734,0.5484016781939339,23.522263862743475,0.3260439201882717,65.22936489559065,1981.807648288007
18.0,0.09961595191955183,0.2924786423771747,0.4096507093465551,23.56470932683044,0.22036631078756236,52.254004128333584,2043.6442110423468
19.0,0.10314557287797949,0.26862713419865114,0.510988639149125,22.215415957182636,0.2452696709263454,34.10111531454209,1974.2325038005429
20.0,0.08353822892559566,0.28773683292621344,0.49631314922420927,24.471808700695274,0.26702384123131245,52.24766519252308,2015.0952462030646
21.0,0.08322557300026252,0.2868040459846883,0.47676954125837673,24.68166186994559,0.2541235791768289,94.82023295482385,2090.147624758202
22.0,0.07746675185023347,0.38418948540471703,0.4536752859980705,29.874509951044693,0.3010122843649459,39.71290441886518,1985.371104403116
23.0,0.11117206935361973,0.26834327105687517,0.46991387436420445,25.592315181627033,0.23016811312185126,103.7713501928267,2096.2001756785517
24.0,0.08163376623773602,0.2823989841711936,0.549716822065747,25.795524242404305,0.276958324236488,38.87598181531718,2031.8042349152117
25.0,0.11734822789921748,0.20205362226059242,0.5432209921266085,22.061408693354092,0.23770326574958056,22.14205322691262,1953.5375298612091
26.0,0.11533241771172381,0.2868536498126387,0.36594857142159987,23.711032565631534,0.20386752267369979,46.44158311135548,2108.699932902936
27.0,0.08248372251273059,0.28544209169685986,0.49274343667958204,24.238457312861314,0.2670181752746932,70.43366193733215,2064.0095394964624
28.0,0.07377499632208064,0.3837278805646941,0.41245676585733415,24.879003552561773,0.2991014124944354,58.53750890821102,1993.425981593082
29.0,0.10253008201699927,0.26591397196784816,0.523482579998327,24.807150186797212,0.2592507821046962,90.62048187533989,2024.4723255361923
30.0,0.07027137046074063,0.5524664281770396,0.5214436154919047,18.84974901755462,0.3087955211980613,147.1720846862549,2063.374584031741
31.0,0.08274620327256173,0.2049353052963674,0.4683199963337279,20.826618332248337,0.24251206260002212,92.18348182872974,2109.7180890020268
32.0,0.07797053305820115,0.5395922691949587,0.20022130893815407,31.751158932183053,0.3341237232673948,77.39547411724632,2053.8526917198765
33.0,0.09559274845198895,0.33809424610095234,0.38840752304113363,18.17012507614988,0.300046226859102,52.276951669918446,1952.002863876548
34.0,0.10100172904552775,0.3307653538279932,0.3834497162096574,22.678679842412887,0.27937435516141573,60.363706247176566,2032.1972615131747
35.0,0.0708840336913268,0.3834608502961178,0.4715340801850773,23.447632897603732,0.28705483621304384,54.3343014300937,2036.248207658615
36.0,0.0847946246019338,0.2647108613281393,0.499146535081733,24.58281284504471,0.24338076832001143,91.97158412700527,2096.5730113206
37.0,0.16731495015257927,0.23099062489793987,0.5407989890328282,17.55419963410894,0.17867192182906488,49.01222175396583,1873.0602537356672
38.0,0.1075134125637431,0.26557611821865096,0.5489460961293995,21.947986221549833,0.22401034345340765,39.2976032736383,1930.24310378491
39.0,0.11728653178373416,0.2659293092312205,0.5460639258073217,17.699720015657284,0.2500376129517267,48.331456559059475,1887.7291864884799
40.0,0.14968693663896496,0.26661251143991954,0.5391768893856079,19.514023625447887,0.2123046952675236,31.184122620012115,1859.6146310912502
41.0,0.07571719584454752,0.4165355324874189,0.544381571434202,31.721630432617083,0.2855538313648456,71.3372672259246,2020.4898433934009
42.0,0.0786237286155886,0.25875612959872396,0.49484755230932326,23.20233134451441,0.24319244050426722,78.21483589404131,2149.881816578717
43.0,0.09539801008821003,0.3076310385843493,0.5499065066804016,22.176109143013644,0.27884550672862146,53.7320235503923,1928.3020501059902
44.0,0.09046643042066593,0.41250399434949453,0.45485065693627397,16.826051840840222,0.3107482468919199,75.73676734362736,1918.783909557971
45.0,0.08370995035005949,0.35158901773717116,0.46513702676681573,18.468998480396266,0.32190753476741896,85.17020314030687,2029.6999039341958
46.0,0.09235894727214347,0.38318194983296955,0.31350553199118225,18.22833470395845,0.2722029423993043,56.289482224201365,2014.8740136396896
47.0,0.10921724262030336,0.2398600298170827,0.5470478556404694,23.20564326900151,0.2603569193479388,78.37356673429903,2060.874974119056
48.0,0.0830025976885003,0.43719530799144435,0.22266870491976906,15.401669843207635,0.38991394459139583,97.71864906587983,2079.6713133567096
49.0,0.08135165826365467,0.3815531029449404,0.5460736714521993,21.861954550896964,0.27522221650887446,85.5562578549683,1944.8261724833399
