id,alphaSS,betaSS,deltaSS,alphaRS,betaRS,delta_target,delta_flanker,deltaRS,tau,X^2,bic
1.0,0.2295224286553594,0.7897505172826688,0.25705456573880403,0.2925074159462322,0.9902804503413486,0.1470908607693236,0.0963554033835477,0.811717451276293,0.21109254136016323,2121.211079410535,4300.929846411927
2.0,0.17105325919997563,0.7033940939183209,0.546440578507107,0.1418202633526891,0.48621332425992236,0.14946333829651118,0.13146921085052204,0.4702312456975095,0.18795265833777888,193.88280738126846,2298.3895287504274
3.0,0.21349037950307623,0.7304896854545864,0.4879066281129961,0.20600579031613558,0.9988506941676524,0.1493647416294448,0.050073568181852726,0.864839504634792,0.2499904579052265,644.8384240796763,2688.4426015610393
4.0,0.35137639693337785,0.7404210864799011,0.504452959037909,0.15068226212774966,0.9818778879653236,0.14682670811037074,0.1105786567033199,0.9225095711626873,0.2557817815773463,341.48151340855077,2347.2192494630362
5.0,0.19168660195108805,0.4340447547515772,0.5209217789403708,0.1888769255107728,0.9968282524424478,0.14813067754529288,0.07144407306776704,1.19031049000004,0.20620199234523262,411.1302209109729,2429.215575671465
7.0,0.26690693340651905,0.7192620246846849,0.412868265030527,0.19522811863103703,0.9534153016522433,0.12383849735409377,0.08497016138245796,1.0952623050462642,0.2487408058933523,264.2147767035584,2270.6627066732513
8.0,0.16996670431140343,0.6354369513987834,0.4808250723394094,0.251824311450767,0.9993880287787629,0.12349862463842587,0.12611046440759324,0.6262301302693394,0.24688423569065404,1101.193328384567,3297.4217422751653
9.0,0.24002567788955753,0.6088070602112773,0.5406146636757019,0.1402742552199895,0.46596909856361685,0.1484479369346867,0.08818338239841497,0.5580643955754061,0.15100632864245106,245.1586448299884,2325.957895318864
10.0,0.31246856565560877,0.6531987966856299,0.5498948151270394,0.23132085395192112,0.9970620123277629,0.14149288019578526,0.08165837360140915,1.011415691558499,0.17122132155245565,628.2633055085435,2670.9143625241595
11.0,0.19165649448070554,0.5403030113390956,0.5147524237837218,0.26192622051049075,0.9990181059551243,0.14732066581399175,0.06390718615766194,0.7055336930355608,0.2522837718963699,306.86954818543484,2268.0899369641625
12.0,0.35422273056880027,0.8478840223893476,0.49317267631660505,0.1405332139580363,0.4417767496917286,0.14997364632537602,0.068963613281481,0.7696466149369372,0.26690591537579,42.227122298933494,2028.68914012744
13.0,0.1482289644798916,0.26818030071496857,0.499586812273231,0.16397816893143885,0.9960019014037571,0.14182923156813676,0.07041285782510517,0.6816210427146112,0.22139976637762976,440.85243674828325,2459.052850418225
14.0,0.22163590456781787,0.5908977745005226,0.5099031913959311,0.18409102948730216,0.9984303029916426,0.14909134598517154,0.07193976687335354,1.124712735248158,0.17428680325173387,541.8281365292264,2561.404709350246
15.0,0.3215318818693815,0.7348068762443969,0.5282970722661591,0.14021123701619942,0.43767836580778874,0.14538315019044984,0.062116120391147306,0.6029827024345089,0.15328589600431416,171.13140992719542,2259.293016488298
16.0,0.3376138064727868,0.8008642787513287,0.5100197716060729,0.33748472522933787,0.9885934053671995,0.1495511403591148,0.05079848822836845,0.5321560231425471,0.3154831421288129,175.66139940966218,2063.0756694350125
18.0,0.20361306203454727,0.6188506897528937,0.46608196992899287,0.18885186900433648,0.9934877931809165,0.13642874830619311,0.1078970721436856,0.7914097271262921,0.2624627028953985,283.4916249505115,2265.349763010788
19.0,0.1832563011479118,0.6827095657581461,0.49545965374246825,0.1851266683765974,0.9889086548947583,0.1436300736670335,0.10415541562306219,0.9505054697682052,0.2780915824158093,269.66006645636355,2189.482730100057
20.0,0.36066287009801884,0.7676780689202882,0.4818169448754444,0.23140703707212942,0.9994528689484525,0.1476947843500843,0.06321600436980075,0.513530924482258,0.24473734063292046,425.09895544846836,2432.7308799405746
21.0,0.2553308819900607,0.8376491840234765,0.4171018725962164,0.1403157780208415,0.5027251242445585,0.10336405753288007,0.06553335678267047,0.5587773589991918,0.15892891599842976,390.753270433947,2614.757061207911
22.0,0.15262116915252083,0.6451397799151297,0.4607508363465368,0.22458851370500088,0.9999320962788726,0.14827548207790583,0.06633939396648034,1.137990433347349,0.29182445977722393,570.0500933358602,2615.254283807297
23.0,0.21794093449110122,0.7940508433967631,0.4461754323925293,0.14010063731701855,0.5017818908874505,0.1485581645926724,0.10959958761073316,0.9821796626889839,0.16305274329597694,154.9156372003385,2244.7373377295853
24.0,0.37876238951088553,0.714739849165346,0.5475318639846238,0.1714591954468083,0.9954153279176273,0.13054776546025104,0.09360092637157783,0.482291125953958,0.19436660983934503,398.3242621175208,2425.0942473699124
25.0,0.3552233843924825,0.8456322412961149,0.4773817021094555,0.1401445046158848,0.45920107990088366,0.13839592890281566,0.06568935028630032,0.6335085083929721,0.20992539533807053,176.2478779735072,2246.1908385761817
26.0,0.2840317723650667,0.7527269921036707,0.5396544597251154,0.19795250383781762,0.9845872918675413,0.1227966375530436,0.10197306599491088,0.6392607336132466,0.3073797819061371,230.9111608334315,2208.016011083695
27.0,0.24166368368048896,0.7246533914232365,0.46247240530097183,0.14182172025044637,0.4334706481493477,0.14811575610871736,0.06307867124175673,0.4595589404319234,0.2747933419801911,55.72867932742642,2092.9700992388593
28.0,0.20194897292167158,0.8761897310071693,0.41093493517525687,0.14020604685562388,0.5049237069528908,0.1387597655280326,0.11869575869423077,0.7885810510341844,0.17684374845178716,387.4914812359675,2538.0312272329106
29.0,0.2556798109122869,0.8605060238984599,0.4292693367125848,0.1401578481646546,0.5048028176408292,0.1469810728735217,0.10810890180012897,0.44395817838894425,0.16380673333489643,310.81482312861243,2363.663912131613
30.0,0.23199187739737756,0.7469187899768805,0.4897124825773209,0.1928370583280825,0.9984050574487455,0.14522531237553676,0.05950832860793917,1.1075259457937037,0.27875092017293074,245.81331711450406,2191.093460822765
31.0,0.14700220570057693,0.2645058668075857,0.525260544401267,0.2897575689751598,0.9967843246678123,0.12848161736781344,0.05546336095120523,0.7234613586454802,0.2367584201736801,226.76572548068447,2164.7544289974435
32.0,0.2230043690322206,0.7329752602169495,0.5430699117777367,0.18265241776591712,0.9977218834450107,0.14235014285630543,0.05781103422809489,0.6964894997922225,0.2963315690863206,137.1882507352536,2030.4779922074688
33.0,0.32618674585094426,0.8387460000190555,0.4550145736177238,0.14078126431898003,0.32026916041517084,0.06692244250239723,0.0528258858714207,0.6601252689779132,0.22570915317880144,214.7510059758958,2485.1554224995007
34.0,0.28194852822501587,0.7772081577143582,0.5360048983379445,0.15895588000326838,0.9958198751820213,0.14859780647064535,0.06312032192683256,0.5105425999642303,0.2948968708150033,266.89980685427884,2229.864583736169
35.0,0.153345202849908,0.3851824331585545,0.5498102557670524,0.2314294346447943,0.993921702355809,0.14718561231205568,0.05919568595758899,0.7788952790064981,0.24307438702970086,164.92555137523368,2063.570131637037
36.0,0.18620642152930822,0.7296354129393076,0.5414453712612042,0.14069779455518625,0.463306689065687,0.14448348377408224,0.12608715178690172,0.6586602403885778,0.1526196514666201,414.457932672898,2554.662212272526
38.0,0.27331912680714043,0.754885589561081,0.5455218377360933,0.19723472927883667,0.9946020331838161,0.14713817371119264,0.05231307479741691,0.9900372476934449,0.25667493260762086,547.3013865005515,2586.753594999229
39.0,0.3002571143222963,0.5916395178000745,0.5498538196994056,0.1543549450836883,0.9985874692946443,0.1356350547148773,0.10008885532481518,0.591700457852147,0.19826492826297937,357.89561290466395,2355.1950426176227
40.0,0.1805865193012698,0.6943042694805075,0.4376808305762762,0.17781950178313913,0.994686950854553,0.14489071709899093,0.05616160962579929,0.782541381606346,0.27555215204812283,451.1151941152244,2479.3192252227227
41.0,0.2622269111863594,0.6805526729918921,0.45226386803631663,0.2951320473980706,0.9740785175568515,0.14360717062286724,0.0825440502246872,0.6458251602163213,0.28723569172988483,311.5058290207456,2274.925663748943
42.0,0.25833969822930875,0.9330620074543708,0.3478897324267963,0.14033004245902178,0.45772065680101914,0.14999721552636078,0.07567769544957302,0.5009312944109281,0.19015153948200156,269.1610637956485,2350.9233248720193
43.0,0.3056616276997657,0.7489182685237227,0.5488017284516816,0.2383286081443147,0.9962414761546006,0.14521949515182844,0.1578258306628568,0.8679144888786186,0.28352181871307797,471.7088832471802,2489.9256458662016
44.0,0.20798868271503004,0.7729160369345754,0.4239836039645886,0.16570173791897197,0.9861797918222892,0.14883581276905183,0.05446159079364707,1.031892744729859,0.2338875293840757,636.9226486235964,2662.770361122865
45.0,0.2609619038581592,0.5961279990361383,0.51063634097503,0.3421040647652435,0.9977393229869123,0.14752984141366488,0.07061900915630731,0.9872823352989171,0.2201068647467316,228.3301166124819,2194.812174727291
46.0,0.2917209106048282,0.8851451961704546,0.3879139461231939,0.1406767899751198,0.5044051461560163,0.14864653756549684,0.11116629158829874,0.6189733682979703,0.20280518299599237,314.93404043001993,2399.175108281052
47.0,0.25028656840894126,0.7095857676860995,0.4889893118219435,0.1415430730678595,0.9952545881369446,0.1437057378152826,0.05564310000977493,0.9726978978821922,0.24382803092278513,523.598107885871,2566.230332195383
48.0,0.16224123875265278,0.26262000621482146,0.5417451415218084,0.18626674165683366,0.999553378413858,0.13713119904254303,0.10301800068599484,0.9749270187102441,0.21373217139314699,159.86358085146443,2089.9202420236866
49.0,0.20001051151875088,0.781273802674841,0.55,0.21315515815525948,0.9858720599019687,0.10802052365471178,0.15079077342403394,1.1216376502714909,0.263746554030677,556.8667959405261,2633.234479328296
50.0,0.2969856743012301,0.723622609330346,0.46576605106845803,0.14152872744731634,0.9853268477847176,0.12756758379056604,0.13987306477880515,0.7696926361232864,0.15719059344127925,847.2229352721946,2988.0840838776007
