id,alpha,beta,mu_c,characteristic_time,peak_amplitude,tau,X^2,bic
1.0,0.0890711771746038,0.17927741635617733,0.27385564130754936,0.03985354528803026,0.021780582528888898,0.18063759672576807,478.80056327772274,2636.433486607666
2.0,0.07841895230768683,0.47053658962564693,0.2008861211068086,0.993954192308593,0.056927265074333544,0.27996884433041597,22.923585549501144,2105.3444632472115
3.0,0.07843254949250447,0.42870767535509013,0.28985490164096017,0.7367172603121166,0.0367147706694719,0.268700261046802,123.78261624521001,2145.300950055124
4.0,0.07984132673428768,0.4043409315525754,0.29211012283516335,0.9283289805900323,0.040363434785274294,0.3075067829037525,46.71463738218452,2030.3665297652215
5.0,0.0920421030476572,0.2804655655241563,0.339951065002042,0.7320115684822466,0.03532157433408889,0.25943005309026596,73.0231158651815,2069.0226269542245
7.0,0.10204537638519603,0.5516474076175315,0.21216231249658174,0.9142402550106006,0.049536452872047915,0.2785859681398824,78.56674477420654,2062.9288310724496
8.0,0.07075193391601348,0.33094284313625344,0.2847908992062945,0.555495825806616,0.025610539608362792,0.26766120275543714,90.42574869733312,2264.5683189164824
9.0,0.09493271678758117,0.2651215684459981,0.30075308232556996,0.01933055841195158,0.14525624120231148,0.24715496061295655,122.39402711177479,2181.107433929202
10.0,0.09183971057001553,0.3015676156534171,0.34096700557729204,0.906746212102274,0.04195909885843699,0.21928786750756404,74.36019544856075,2094.925408792728
11.0,0.11212123191311689,0.22218534340001284,0.4550448286569073,0.6205605998635169,0.050584188478096676,0.2562695437887439,45.923687648994715,1985.0582327562731
12.0,0.15203689561251155,0.287511234363358,0.29626133888326805,0.5371498520685474,0.05071950322099303,0.23715046425841346,93.91149288148922,2058.2876670385467
13.0,0.11474010895322004,0.2557930791457116,0.4016373585919947,0.7921475636588857,0.031223281488086063,0.262380519225398,71.39191041045602,2067.5064804089475
14.0,0.10710384028640224,0.1656280975135342,0.4589564385591301,0.9759387715279795,0.034642768207453906,0.194608185761178,70.32643409535017,2067.817163244921
15.0,0.10991803038693086,0.29605551466271257,0.2918897230501074,0.9272696804132792,0.04073329093664918,0.217220298317635,103.46335003298665,2169.5391129226405
16.0,0.13436531371931437,0.18783708034158003,0.5382843046048694,0.8612138199903154,0.07584675249785122,0.265036447736638,37.66929707737983,1902.9977234312812
18.0,0.10279340758155012,0.32796122687352686,0.3756882326455462,0.9749453928568808,0.05110863690386905,0.2778781139460817,59.036842835698394,2018.8091372245262
19.0,0.07560982191946347,0.6326235447496058,0.39959879865621656,0.9215370598899335,0.1535171725816693,0.3264012578690742,41.563586138225126,1939.3004061104698
20.0,0.07600752093068294,0.39998963419995287,0.30779825447389675,0.9060608667102605,0.04474789512321853,0.30583794707329004,65.6185694171676,2051.1646502378253
21.0,0.07517371591099706,0.4632808123850244,0.2040607041692331,0.9215506020545936,0.06727797744628486,0.2697093668344745,85.02045220318135,2286.9383993056963
22.0,0.07671437960377317,0.330913641419671,0.33483607246583746,0.7524402981364651,0.047717194206236824,0.2952865959141343,66.81759571836045,2089.9359425183484
23.0,0.08759973337832691,0.3508318107961588,0.24786392886146813,0.881447027127475,0.07248437657050544,0.24119516684953934,81.44510334633087,2149.180960204128
24.0,0.09963160466142423,0.2684266235982043,0.3870289747247885,0.5746424701107958,0.019104698883785215,0.22752954559603272,101.23652975086985,2105.920671331813
