id,alphaSS,betaSS,delta_flanker_deltaSS_ratio,alphaRS,betaRS,delta_target,deltaRS,tau,X^2,bic
1.0,0.24196483585289832,0.9859518444843873,0.013230009035801127,0.1403811816935886,0.25622195087888044,0.13162344898615141,1.0200380023612585,0.15319983878017923,824.9048237361857,2999.102129819715
2.0,0.23613116533928066,0.8778824521007553,0.16887847171473036,0.14026652542731283,0.45812244376432426,0.13868935925309162,0.9159514423277507,0.15625806083211097,173.57592043690258,2272.5611808881995
3.0,0.19273723933844217,0.7656517761222358,0.05344719915536317,0.2411321217599822,0.9854342023805739,0.14694936760487215,0.8459677816798108,0.24849989303939402,655.0275772691925,2693.1102938326926
4.0,0.1807642177637812,0.7495898188752582,0.3321504216880163,0.23148655862228715,0.9760016386529963,0.14033519853837156,0.45282224999489146,0.3117570653962171,348.78987640409963,2349.006151540723
5.0,0.16537705803005795,0.6805577118109221,0.039220245721336755,0.2711758345856777,0.9969328247133663,0.14057290556427307,0.8333190705541531,0.28257274112586406,422.4511113217142,2435.0150051643445
7.0,0.15154703951968387,0.48249089144626744,0.21402179629635082,0.16829476905697782,0.9544407851808173,0.1267868730424436,0.8133756374311553,0.24056644366247035,264.59405173588783,2265.5205207877184
8.0,0.30186719319823296,0.8606082378386206,0.36954092960320867,0.1695888300104017,0.9999092275794439,0.14841082498734887,0.47092305296102493,0.2788560131348696,1122.5311060386193,3313.2380590113553
9.0,0.2122560621269195,0.7714409913945587,0.1518511832688087,0.14057641931395115,0.43168988449738227,0.14777850522163663,0.7972135108831455,0.15094629478967933,281.2184476424897,2356.4962372135033
10.0,0.1683094375963978,0.6141991073541139,0.04813067822437217,0.22454068324615928,0.9960942288122734,0.14174374315610805,1.1332330106289785,0.21977788536799747,639.358749987984,2676.4883460857377
11.0,0.18869109175035892,0.7270818506049327,0.07491944337233025,0.17209904849867635,0.9993001912892777,0.14644005963333284,0.8766136662355297,0.29278226067592683,304.9626651359096,2260.6615929967747
12.0,0.14930727856551462,0.7998543980008237,0.17183738070731358,0.14051386893763634,0.44219117683167125,0.14991311816931813,0.7966191513544978,0.26660035256978587,44.96135595420589,2025.9019128648501
13.0,0.36424351876945804,0.7893347610914159,0.098016070510694,0.17117568359033272,0.9791260966688735,0.14792846096106332,0.8522605547870952,0.2497506186731327,465.4412047810359,2478.120157533115
14.0,0.31413902918501696,0.8064492775708878,0.06938970046968718,0.23940701093896732,0.9967613342007127,0.14989851955251435,0.7957864437471418,0.2084325293964911,552.072551046003,2566.127662949161
15.0,0.36827205156314075,0.898381796586177,0.16708249440792994,0.14037554047195983,0.4588186310108778,0.138459724243993,0.5493157964208613,0.1620488007246344,189.55921798679645,2272.1993636300367
16.0,0.182166088444552,0.7518098901278439,0.06080622328158014,0.1600900811463538,0.9747412807826614,0.14819020662294663,0.8309029598322168,0.3360484107929067,177.8079049336427,2059.7007140411306
18.0,0.22897143630286104,0.7377583801873071,0.17031402795072415,0.17065503608437432,0.9996933147909319,0.14542676615629202,0.9108086653399164,0.2747332373907625,271.3812977558306,2247.717974898245
19.0,0.14924412355918265,0.6569730974035881,0.06875421510964785,0.3189725170385151,0.99551274969665,0.14978651849322044,0.4766854128126932,0.2782029139928872,276.9417094690612,2191.2429121948926
20.0,0.20585510258165865,0.6844906826648856,0.05144559646548863,0.156215836672145,0.9865218301327128,0.1397193715826529,1.1047145622932804,0.2554305131586934,430.3755210984992,2432.4859846727436
21.0,0.33539518621514725,0.881286769696495,0.16133860464226618,0.14021171577583563,0.48726161096160975,0.11076644444783418,0.6550932386739321,0.15867660174464707,382.0481217428944,2600.5304515989965
22.0,0.26650409489406124,0.8182749020911629,0.10475254805061152,0.32845364307445923,0.9940987737028585,0.14193228601748917,0.4843652337046978,0.2915949172647417,577.6168749838706,2617.2996045374452
23.0,0.27300653736506203,0.9037071147619375,0.27173386510062736,0.1408595752042231,0.4980672703327263,0.14887705113801844,0.8086369252197683,0.17185262032550755,164.4118083953328,2248.712048006718
24.0,0.19644776478450615,0.5954067365807671,0.31729878695792624,0.223872545178751,0.9849689727175674,0.13463336981057533,0.8320465221462027,0.19891857933726226,424.94246689032263,2446.190991224852
25.0,0.2296076491989546,0.873902432526101,0.15315845557326296,0.14013011852491852,0.46498805791271425,0.141002778549286,0.6649373826470018,0.233224515471172,182.42966474548598,2246.8511644302985
26.0,0.20760661012330356,0.7143292611427096,0.2571193399646401,0.1842731834170605,0.9768536111596395,0.1294864323274208,0.6547840014210987,0.3082800506066785,237.4570379142644,2209.0404272466662
27.0,0.18897279179519944,0.7433908881640794,0.14990337227552564,0.14238495708718316,0.42844934132284973,0.1472698735480994,0.8486964158539057,0.27463414351513216,58.68112276286362,2090.401081756434
28.0,0.23901188378035343,0.801619502560206,0.33264482114079796,0.20738543850232138,0.991215891129567,0.13278138091905167,0.7731641927666151,0.2319841746262975,1082.6548831949278,3227.6731682740083
29.0,0.1695022674489764,0.7182486939185075,0.038358677446372946,0.21413270214230012,0.9632212479862408,0.14969152581084574,0.6148776971590946,0.2136785396202528,797.1142087868463,2844.4418368719853
