id,alpha,beta,p,sd_0,sd_r,tau,X^2,bic
1.0,0.09764615748592866,0.21393819314786,0.2620075990262727,0.39844841702096545,0.024740167393761652,0.15101102725622,445.04891768604546,2608.2033019338514
2.0,0.08069722006148203,0.4702475243667244,0.23697011101597729,0.528890125299431,0.016548927421876372,0.2779677334541588,40.27220129414455,2128.2145399097167
3.0,0.0816798188062598,0.2815601769622635,0.4987837143814358,0.45786438238566374,0.020718191694819362,0.25849909804034904,62.663289647032535,2089.7030843748084
4.0,0.08786335786027394,0.36674485255759204,0.3485026322945295,0.37495153807665493,0.018278738371161958,0.29715466184846323,26.684833373921578,2015.8581866748204
5.0,0.08867707070993841,0.3776276797628473,0.24894066358807956,0.22165403844274323,0.01312596429549844,0.2653678801373267,65.71547433138811,2067.236446338293
7.0,0.0964163342291453,0.48227826235238924,0.2515770627228429,0.35599223456325324,0.025928793543848687,0.28869982926620436,30.353814348233907,2020.2373615643394
8.0,0.05591376879014434,0.5468148892011224,0.21219304696857708,0.4827055312660795,0.02274210364883022,0.29769130825712886,67.13920538999508,2246.803236527007
9.0,0.10919925260927048,0.31473456179030396,0.3308283596471774,0.42510653203272386,0.021934969936786244,0.22217990168980398,49.4097950247317,2113.6446627600208
10.0,0.09281428023786742,0.2983445827150054,0.40313566339920287,0.41708885354015757,0.014579535394802293,0.24158802057281384,72.23180222666274,2098.318476488692
11.0,0.09097598252992524,0.37995313010144,0.35426991334147584,0.3675265757955639,0.020257700498483563,0.277080999315732,76.14111595909174,2020.797121984232
12.0,0.12129371650211568,0.3534087605151573,0.2116197690585383,0.3416482629563222,0.025968884049624535,0.2770876284770603,18.60155612268767,1988.4991911976076
13.0,0.11150774184851017,0.26036870974619064,0.40158085215031036,0.33938363424061313,0.022320879215861598,0.24721899962892233,59.03879122622202,2060.6748221425764
14.0,0.11402361933421118,0.220702289182036,0.4233906254754832,0.33776943812195626,0.019692696280346627,0.15902918748597616,68.2963143585717,2071.308504426005
15.0,0.10486297156618195,0.3128817801884187,0.3180378883348187,0.3728307966641774,0.010994953157869365,0.22142515635154747,25.127840553917366,2096.725064361433
16.0,0.12086994910012588,0.22536173040040253,0.5343510827823728,0.33852871253308026,0.011765161403579666,0.2844765247158709,32.39030370197424,1903.2401909737382
18.0,0.09020792684511725,0.3917202990377276,0.3252836492864006,0.3700846868208907,0.019000298984416446,0.28724105716184356,35.92604252703057,2001.2197978337203
19.0,0.0777101141767714,0.3504205967566184,0.5480518215293994,0.48051550684959643,0.015197646514590223,0.29689790326275084,72.68387891188003,1975.9421598019871
20.0,0.09340152653280367,0.37885132712806163,0.3414497681144706,0.3963463323256702,0.019274189590015985,0.27566771895886677,46.474366489371334,2037.5419082278913
21.0,0.0751382497443883,0.5168663629286683,0.20617646420818506,0.5117646387105451,0.01619210633263926,0.2766715582892637,71.15624273677591,2278.5956507571527
22.0,0.08399763581576224,0.32383294468932755,0.45120185914478317,0.4441521016851734,0.02141148273150761,0.2964973422052053,44.06177321730943,2072.701580935159
23.0,0.10714503809148533,0.31824815289924374,0.3382938271894325,0.4268135313391297,0.011806438194867062,0.1932618187898663,25.40404040454278,2098.6613581802026
24.0,0.10633735690175139,0.3163483621757865,0.3208639408216571,0.34333865049854784,0.013069975341603732,0.2156991234260079,68.11289647509295,2078.3184989738984
25.0,0.08295991822564901,0.43546505171291194,0.22054702212101948,0.39974128353488736,0.01665760312859818,0.3188242126499402,48.99653552214364,2102.3751133712312
