id,alpha,beta,eta,eta_r,shape,characteristic_time,peak_amplitude,tau,X^2,bic
1.0,0.16439226243087476,0.17108725243614653,0.3167328044038009,0.7134729427511055,3.3518655692545987,0.7428937974731196,0.03323747239888719,0.1809676832650412,444.1075355057127,2618.304841589243
2.0,0.24870968918545988,0.3052360197953137,0.3606892160968993,-1.6972140345250049,3.199973733059643,0.3718399713419365,0.07143197314180874,0.19190711014053158,51.414159289012545,2150.3994197403094
3.0,0.09156807058131591,0.2502511043806219,0.0888754853867042,0.292483714003835,1.7001579381379175,0.5632884251344138,0.3044861787096484,0.2651221007594482,45.62876240988376,2083.7114789733837
4.0,0.13483264651762647,0.23376254945129638,0.05383568865040966,-1.7811144191646662,2.508876317071907,0.5158875634378779,0.03776406767434565,0.2460677293660763,9.04583952609115,2009.262114662715
5.0,0.1389035872816664,0.21383622845686134,0.11220046086303981,-0.8772082764007549,4.163219734780942,0.16338183289183983,0.017764256608031798,0.2341104183415567,38.28013137301467,2050.8440252156443
7.0,0.17439880035279967,0.3927429850135523,0.30615467334144,1.393967353240868,1.6646380187027328,0.9431592683314323,0.12960880346735004,0.27365089091542205,31.753524530077964,2032.679993581908
8.0,0.29699205398656364,0.5804154229382888,0.899949400022396,4.909383004188617,2.627443703074184,0.5180432244177344,0.3075727859058685,0.30707609951874687,50.38397294628251,2241.090925919019
9.0,0.11598033837657191,0.2582887997563651,0.1643643800564032,-0.9708260396127993,2.499036874800998,0.8975726933855439,0.1115339260530312,0.28437185626011546,63.29481297264021,2138.572602543654
10.0,0.11943150516259245,0.35335351406335813,0.22428388495853757,0.48344493429528734,2.4374247825699173,0.43026218309667924,0.1251703454954814,0.2611953303708584,51.68427925357649,2088.8138753513304
11.0,0.13068065436733228,0.0935616097205973,-0.11418069299122502,-2.7409164069781475,4.242637512366988,0.6607940458752555,0.1349468603559592,0.2020034027192907,38.32386692253621,1994.022794783401
12.0,0.2718651422979717,0.31273197461712815,0.22680864330900352,-0.5967570972669217,2.3738512327202477,0.6207914230440933,0.04154552619759197,0.24641434034067922,26.933616591973426,2007.8741735026179
13.0,0.14172386810487148,0.24905940044814923,0.18035288328041887,0.21814225618506655,4.398406332870152,0.9593443019817698,0.25540158879577746,0.2578723821968317,35.86560414753632,2048.5445568996156
14.0,0.12660524981161383,0.1374534956129007,0.05961170113601644,0.020744469522133713,4.014271631161635,0.8454359934761446,0.1692435721170799,0.1666336302764048,46.038260362032055,2060.09337226519
15.0,0.15702859023642593,0.2745436547706834,0.17859652126024517,-1.5781698479135247,3.7622443569344184,0.8171166297834982,0.18419493657268105,0.23775373512667236,30.96987174894636,2113.610017392187
16.0,0.10909274141843696,0.29654613932624296,0.010863891709435025,4.513112029877946,2.956662208732732,0.26997140308878115,0.07712365396869592,0.31760173802374325,22.46118025008763,1904.353989357576
18.0,0.1298011575343717,0.1933245864131259,-0.02713698496828476,-3.62164298695548,3.588063573172325,0.20135599257976822,0.01813620911476549,0.24198990704218928,20.271993483494914,1996.6086706259093
19.0,0.11164371778632955,0.47382420238715306,0.2158597619673579,2.182045443468088,2.167718435481771,0.5122552520967045,0.21017833082894105,0.3089960121031621,45.06472349553248,1959.3659262213641
20.0,0.13989613837238613,0.06132187566905062,-0.215930133660579,-4.38634287625397,3.8222693047580236,0.6591143181100496,0.09522469180238871,0.16670964074660793,35.46268486000846,2037.5731484342525
21.0,0.17818553124749245,0.4437509120572409,0.4108477183692376,-0.22695573630334587,1.980832265507944,0.6857724085482909,0.18143897232026662,0.28168766373801407,10.858523401391304,2229.340853257493
22.0,0.11413397717477175,0.11156251705527753,-0.0490661018009978,-2.627799852055397,4.03449020288862,0.6076482183531747,0.10673088661768478,0.2274186105307585,34.92962208312509,2074.6123516366997
23.0,0.15066214509337827,0.30708639686656775,0.2786245304081407,0.2282615906886587,2.827692450086751,0.9644253779435478,0.19525749582173274,0.24102472200781042,55.325817454109014,2139.6260570654936
24.0,0.12597244132859253,0.19999129124518322,0.08974616682566405,-0.9555517959358051,2.8915698593832975,0.7375445258519396,0.03821910086392383,0.21376119079133282,37.803153725356715,2059.0516780598864
25.0,0.16262310705304778,0.32562409040124973,0.19781924031814935,-0.8905328818478458,1.7945769147788275,0.559609183475522,0.20810024936741076,0.2842964012279629,21.8452132531511,2086.266712937963
26.0,0.1319191169904136,0.4101557086520593,0.2905427218395267,2.0570558023836183,2.571239153949374,0.4126435039359613,0.07298179839161265,0.3396086988177572,26.211809769386065,1997.7951991017874
27.0,0.2697934136825318,0.28466069516931525,0.2974102253438773,-1.6472529499305448,4.473268429586585,0.4581593078852248,0.06444780738024342,0.29267034455517127,36.56442774907836,2068.284386742649
28.0,0.11509701011158643,0.24770267453390404,0.3063834581383933,1.5014628332993318,3.804810193536966,0.5108429803098405,0.15957159671928986,0.2518446855367659,31.681383699549542,2176.699668778631
29.0,0.12483846098592975,0.3484417031668598,0.25118423288212055,1.1524117097227404,2.0754628574655385,0.9608792642955735,0.13620492680337676,0.24777954582547748,55.161744315903775,2102.489372401042
30.0,0.11300675124018063,0.38108626575317406,0.1711258176664192,-0.7522842342838715,3.1385560411015936,0.282660015125617,0.09114748210939191,0.3065559305102205,63.262102573049354,2003.0207853634479
31.0,0.13429679867342892,0.3498477532846124,0.21551598140580985,0.36092433561063286,3.280286976692413,0.19803342082187436,0.07298516848743236,0.31029375553715643,49.033790121722014,1981.501032720619
32.0,0.10282494588526009,0.3232900804634485,-0.06662175528569414,-2.8317006769270763,3.0882219147053513,0.37116424587623187,0.061823716457542394,0.2868884507833192,53.65148456508955,1941.4197651194422
33.0,0.3680461494435997,0.3563488818368619,0.5161545992983836,-1.2213077671036132,2.2021459367011644,0.6455515365890518,0.2994281352054624,0.3317980961992823,41.23181200914632,2306.1147676148894
34.0,0.11828851837020173,0.38340823283087394,0.2529408604628054,1.4492007697481968,3.175929065174199,0.5357047131828461,0.14400029816401982,0.31990513986843205,62.2050073611177,2019.648323325146
35.0,0.12253142657002594,0.2633253465385312,-0.021792495723848004,4.254368466936361,3.5655153014254015,0.9581463119283129,0.17074333729327765,0.23346762741141786,37.74589007990082,1930.8690094238416
36.0,0.14074114801008042,0.19111090868824043,0.19521553379652956,-2.5440553792453025,3.334205596943483,0.9392008903088028,0.06030273505540765,0.210412729952588,106.03636190998603,2240.7191805917523
38.0,0.10214641953104962,0.34505299110307835,0.17312083997734296,1.2835702489323952,4.345502668417729,0.21286428144660652,0.05465557363561657,0.2855643416147248,38.28325826465058,2072.214005845466
39.0,0.15405560280662614,0.13306255890151292,-0.037746169387392614,-3.970700705927968,4.038738477563857,0.653448792828861,0.05309799461956738,0.18804509418089316,46.427898664269485,2038.2058674593657
40.0,0.14037733572637648,0.09908562973793972,-0.04189976714658694,-3.5404655633552693,3.9718785369536977,0.5537643896971736,0.08330092746789469,0.18501231391887046,33.29572195866754,2055.978292148304
41.0,0.1436876091884533,0.21294217637050705,0.02342652824875535,-2.106990151294035,3.9647650321180175,0.5329404263203629,0.04773818401262528,0.2690553641110329,31.1286002428347,1989.0269740531692
42.0,0.14138026304304063,0.2005738594523797,0.1815026659574137,-1.981323197456677,1.913282993504098,0.9483839289212601,0.05805649965092799,0.27436562948765364,44.08508684713712,2120.3258870056457
43.0,0.12465349431790726,0.14412606110867388,-0.05108031585258277,-2.6484727909230275,3.226883813335397,0.7904745257838993,0.15605768044978482,0.24197869947018114,39.77916093453222,2052.4744626356915
