id,alpha,beta,eta,eta_r,sd_0_sd_r_ratio,tau,X^2,bic
1.0,0.1625042459561678,0.3037977854861737,0.30503052498922445,0.9788800230610528,20.824891531774185,0.16911236632492302,480.39530025914706,2643.549684506953
2.0,0.15842260158926963,0.394292669930885,0.17942021684328102,-0.15408624286716577,21.69095448589062,0.21576816600502735,44.52210699155657,2132.4644456071287
3.0,0.07079978997231472,0.4321226421184096,0.08508659526016982,4.0616996452557155,19.935891059137383,0.27746627551388875,44.56099138474907,2071.600786112525
4.0,0.14291314966697488,0.3269932417145046,0.010164109061300275,-4.938376913268354,14.248414889139156,0.23662800586040753,43.873004551548576,2033.0463578524477
5.0,0.13592715798597918,0.3017132010647048,0.17067394680482129,-0.6021516842243713,16.206480970837696,0.25536822778754287,78.99312376965189,2080.514095776557
7.0,0.14146442764300604,0.41140421703030555,0.19622504970751553,0.6511883763924209,20.899264223338573,0.2758707856730165,45.97596678191756,2035.8595139980232
8.0,0.13411068188899725,0.44222832498219805,0.3458667281706891,-3.3136283017348003,12.971688809339227,0.28664513546223863,82.09700528337116,2261.761036420383
9.0,0.10240940174694085,0.32974010411994303,0.09369315894581454,-0.17172589885757705,20.47296231753104,0.2843466223076723,63.77496350523575,2128.0098312405253
10.0,0.09493705634716393,0.3240958657099833,0.11068096805508931,4.931851790226354,16.891640085099176,0.24663176576600052,42.01802759183864,2068.104701853868
11.0,0.10585398260493695,0.19440734974881435,-0.06419132644267966,2.9368817007463455,10.512774280702672,0.2279239396614087,42.93888915078141,1987.594895175922
12.0,0.16522024371410127,0.35355558999957815,0.17004078671295098,0.3766333459324156,17.512402700900168,0.32405907806607503,42.99781745927453,2012.8954525341942
13.0,0.1430770048665476,0.25883559459801575,0.09702007370862109,-0.6990745576612889,2.571896926690357,0.23605608374066156,50.62517125896701,2052.261202175321
14.0,0.09066621799961244,0.3101025794395598,0.07600148476123159,4.861923518124196,16.080603690574378,0.23588463557668088,47.103388915754444,2050.115578983188
15.0,0.13625290179061142,0.2716010575632631,0.06738940405346816,-1.6279500847340227,17.40172282599766,0.21679445387001567,20.698028597112092,2092.2952524046273
